Page_traffic,Unit_price,Units_sold,Segment,1_Star_Rating,2_Star_Rating,3_Star_Rating,4_Star_Rating,5_Star_Rating,Image_Count,Bullet_Count,Title_Count,Description_Length,num_unique_Search_Terms,Organic Search Rank,Num_of_Promotions,Sum of Spend,Online_Clicks,Online_Cost,Online_Impressions,num_unique_campaigns,Clicks_video,Cost_video,Impressions_video,num_unique_campaigns_offline,Units_sold>1000
6215.0,15.95144870790916,1277,Skincare,71.0,58.0,176.0,371.0,2430.0,0.0,6.0,75.0,177.0,12.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1599.0,36.89328932893289,909,Makeup,200.0,135.0,378.0,829.0,5322.0,9.0,8.0,126.0,221.0,11.0,31.0,0.0,0.0,592.0,1972.929666776013,91911.0,6.0,0.0,0.0,0.0,0.0,0
6988.0,27.68158697863683,983,Skincare,123.0,84.0,231.0,422.0,2675.0,8.0,6.0,85.0,58.0,11.0,29.0,0.0,0.0,808.0,3640.427289639092,168848.0,2.0,0.0,0.0,0.0,0.0,0
4203.0,31.4425,400,Makeup,0.0,0.0,0.0,0.0,0.0,9.0,7.0,154.0,186.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8237.0,15.39886363636364,880,Makeup,47.0,26.0,61.0,164.0,1029.0,10.0,6.0,75.0,131.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2760.0,9.913333333333334,750,Skincare,144.0,92.0,271.0,591.0,4039.0,0.0,8.0,160.0,158.0,6.0,26.0,1.0,306.5938249470339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1248.0,28.89821428571429,560,Makeup,137.0,96.0,291.0,602.0,4137.0,0.0,5.0,73.0,92.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7545.0,18.09625668449198,1683,Makeup,115.0,89.0,220.0,454.0,2865.0,0.0,6.0,83.0,109.0,3.0,3.0,0.0,0.0,1515.0,6273.201717364224,240426.0,6.0,0.0,0.0,0.0,0.0,1
3197.0,18.5058611361587,1109,Skincare,90.0,65.0,152.0,280.0,1667.0,10.0,7.0,151.0,157.0,1.0,10.0,0.0,0.0,1188.0,4471.479818808999,182463.0,2.0,0.0,0.0,0.0,0.0,1
3487.0,33.46953405017921,837,Makeup,51.0,33.0,113.0,232.0,1687.0,13.0,7.0,137.0,209.0,5.0,18.0,0.0,0.0,888.0,3611.386533109101,104285.0,2.0,4791.0,56344.76,5344861.0,2.0,0
5767.0,12.72927366104182,1363,Makeup,59.0,42.0,96.0,212.0,1446.0,5.0,5.0,91.0,59.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4330.0,56344.76,5344861.0,4.0,1
4153.0,19.93946731234867,1239,Skincare,60.0,50.0,120.0,241.0,1219.0,6.0,7.0,105.0,209.0,5.0,37.0,0.0,0.0,931.0,4640.292614761492,205368.0,2.0,0.0,0.0,0.0,0.0,1
2669.0,35.73081607795371,821,Skincare,50.0,34.0,85.0,198.0,1464.0,5.0,6.0,89.0,62.0,4.0,32.0,0.0,0.0,936.0,2721.196152150117,180646.0,4.0,5379.0,61559.15,6156021.0,2.0,0
5760.0,17.41532846715328,1370,Skincare,85.0,63.0,192.0,413.0,2705.0,10.0,6.0,90.0,64.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5812.0,70287.25,7108033.0,2.0,1
5217.0,19.11886586695747,1834,Hair Care,73.0,53.0,135.0,257.0,1499.0,7.0,8.0,129.0,221.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3279.0,16.6241610738255,1192,Skincare,53.0,30.0,94.0,230.0,1794.0,0.0,6.0,77.0,99.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4904.0,23.05503355704698,1490,Makeup,97.0,72.0,201.0,373.0,2279.0,0.0,6.0,79.0,100.0,13.0,15.0,0.0,0.0,1436.0,2930.580263580979,401771.0,2.0,0.0,0.0,0.0,0.0,1
4273.0,25.20935101186322,1433,Skincare,141.0,106.0,278.0,563.0,3476.0,8.0,7.0,129.0,209.0,9.0,11.0,0.0,0.0,1378.0,7209.679245557457,214709.0,2.0,0.0,0.0,0.0,0.0,1
2644.0,24.08574380165289,968,Makeup,192.0,138.0,362.0,725.0,4596.0,12.0,6.0,64.0,123.0,8.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4484.0,15.74520856820744,1774,Makeup,86.0,60.0,146.0,298.0,2026.0,10.0,5.0,83.0,61.0,1.0,25.0,1.0,143.2502739545669,1015.0,4886.670227265025,195334.0,4.0,0.0,0.0,0.0,0.0,1
31.0,20.90566037735849,0,Makeup,65.0,52.0,140.0,268.0,1682.0,10.0,7.0,151.0,113.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5812.0,70287.25,7108033.0,2.0,0
3453.0,17.43696682464455,1055,Makeup,0.0,0.0,0.0,0.0,0.0,5.0,5.0,79.0,58.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,1
1829.0,25.17116060961313,853,Makeup,139.0,96.0,303.0,603.0,4177.0,0.0,5.0,73.0,92.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1429.0,12.13504611330698,1518,Makeup,52.0,49.0,101.0,195.0,1020.0,11.0,7.0,119.0,209.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.0,111171.56,9223813.0,4.0,1
3343.0,21.87171837708831,1676,Skincare,48.0,33.0,81.0,199.0,1213.0,9.0,5.0,117.0,209.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2808.0,19.55913978494624,837,Makeup,38.0,23.0,71.0,127.0,773.0,7.0,6.0,87.0,60.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5238.0,11.84095528455285,1968,Skincare,59.0,40.0,116.0,263.0,1882.0,0.0,8.0,163.0,158.0,6.0,8.0,0.0,0.0,636.0,2259.174456746895,84262.0,2.0,9522.0,102695.19,8531176.0,6.0,1
311.0,21.19121447028424,387,Makeup,16.0,17.0,51.0,112.0,660.0,0.0,8.0,166.0,158.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
613.0,9.583815028901734,1211,Skincare,97.0,75.0,203.0,361.0,2548.0,10.0,7.0,151.0,186.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4315.0,30.00153374233129,1304,Makeup,0.0,0.0,0.0,0.0,0.0,13.0,6.0,90.0,67.0,0.0,5.0,0.0,0.0,694.0,1568.722578600611,50295.0,2.0,0.0,0.0,0.0,0.0,1
3354.0,18.55156950672646,669,Makeup,11.0,0.0,0.0,0.0,0.0,11.0,6.0,67.0,125.0,4.0,9.0,1.0,261.4856653301882,1161.0,3013.083408776728,232312.0,2.0,0.0,0.0,0.0,0.0,0
4272.0,32.04081632653061,637,Hair Care,230.0,161.0,441.0,964.0,6439.0,0.0,6.0,84.0,112.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3641.0,14.72971065631616,1417,Skincare,148.0,96.0,268.0,574.0,4143.0,9.0,8.0,126.0,149.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,11557.0,130779.05,10922773.0,6.0,1
1202.0,31.9153605015674,957,Skincare,133.0,98.0,272.0,529.0,3583.0,0.0,6.0,79.0,100.0,7.0,15.0,0.0,0.0,551.0,1349.324836372498,100643.0,4.0,0.0,0.0,0.0,0.0,0
283.0,8.22972972972973,0,Makeup,81.0,64.0,196.0,439.0,3098.0,0.0,8.0,169.0,158.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5561.0,61269.64,6298228.0,2.0,0
2368.0,39.17207334273625,709,Makeup,51.0,27.0,86.0,153.0,1288.0,0.0,8.0,164.0,158.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6196.0,15.22970297029703,1010,Skincare,119.0,75.0,224.0,516.0,3332.0,10.0,6.0,90.0,64.0,6.0,48.0,0.0,0.0,750.0,3221.235144046594,89366.0,2.0,0.0,0.0,0.0,0.0,1
2822.0,36.91186071817192,919,Makeup,67.0,40.0,173.0,273.0,1677.0,7.0,8.0,125.0,221.0,1.0,18.0,0.0,0.0,612.0,2732.772695798772,135060.0,2.0,0.0,0.0,0.0,0.0,0
3532.0,30.97322111706197,1307,Makeup,71.0,47.0,120.0,231.0,1227.0,0.0,6.0,75.0,164.0,0.0,12.0,0.0,0.0,504.0,1499.104312312576,65019.0,2.0,0.0,0.0,0.0,0.0,1
861.0,24.36811594202899,345,Skincare,43.0,27.0,49.0,117.0,668.0,5.0,5.0,84.0,58.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.0,111171.56,9223813.0,4.0,0
4149.0,25.05350118017309,1271,Hair Care,59.0,44.0,113.0,235.0,1363.0,0.0,6.0,81.0,105.0,0.0,38.0,0.0,0.0,650.0,2156.838328317348,152245.0,2.0,0.0,0.0,0.0,0.0,1
2022.0,12.48017303532805,1387,Makeup,186.0,116.0,345.0,640.0,4118.0,1.0,6.0,85.0,59.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
325.0,32.11692307692308,650,Makeup,63.0,57.0,181.0,384.0,2632.0,0.0,7.0,82.0,105.0,2.0,3.0,0.0,0.0,604.0,1430.487655312095,85566.0,2.0,7236.0,83014.05,7458220.0,2.0,0
6063.0,24.67213114754098,1586,Skincare,0.0,0.0,25.0,66.0,403.0,9.0,5.0,85.0,59.0,2.0,21.0,0.0,0.0,2129.0,4315.353756741491,385356.0,4.0,3219.0,40244.28,3856872.0,2.0,1
4983.0,21.86872586872587,777,Makeup,26.0,11.0,43.0,130.0,710.0,10.0,6.0,75.0,131.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3289.0,21.74524714828897,1052,Hair Care,59.0,44.0,113.0,235.0,1363.0,0.0,6.0,81.0,105.0,0.0,38.0,0.0,0.0,468.0,1716.263319407039,77843.0,4.0,0.0,0.0,0.0,0.0,1
2613.0,13.75066548358474,1127,Makeup,23.0,18.0,49.0,89.0,436.0,0.0,6.0,77.0,98.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,11303.0,118307.34,9990498.0,4.0,1
3239.0,18.09075194468453,1157,Makeup,61.0,40.0,103.0,203.0,1284.0,16.0,7.0,141.0,123.0,0.0,9.0,0.0,0.0,389.0,922.6880491649977,50004.0,2.0,9880.0,102695.19,8531176.0,4.0,1
3403.0,32.63664122137405,1310,Hair Care,148.0,104.0,291.0,582.0,4084.0,10.0,7.0,121.0,209.0,4.0,30.0,0.0,0.0,578.0,1704.445397290356,72186.0,6.0,0.0,0.0,0.0,0.0,1
4658.0,23.38208955223881,1340,Skincare,48.0,42.0,100.0,190.0,1026.0,8.0,5.0,125.0,221.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2092.0,19.63897131552918,1011,Skincare,26.0,27.0,61.0,109.0,516.0,13.0,7.0,113.0,209.0,0.0,18.0,1.0,117.5567144966319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4623.0,15.37067448680352,1705,Hair Care,65.0,42.0,122.0,298.0,2251.0,16.0,7.0,139.0,201.0,0.0,15.0,0.0,0.0,898.0,5326.841413682479,229275.0,4.0,0.0,0.0,0.0,0.0,1
2968.0,20.38551099611902,773,Makeup,43.0,24.0,47.0,100.0,523.0,7.0,5.0,85.0,123.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,35.21123595505618,445,Makeup,67.0,57.0,187.0,391.0,2795.0,0.0,7.0,82.0,105.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3462.0,19.95456674473068,2135,Makeup,0.0,0.0,0.0,0.0,0.0,7.0,8.0,127.0,221.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4631.0,15.8331914893617,1175,Makeup,91.0,71.0,184.0,373.0,2373.0,0.0,6.0,75.0,95.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2679.0,13.60268456375839,1490,Skincare,148.0,96.0,268.0,574.0,4143.0,9.0,8.0,126.0,149.0,11.0,7.0,0.0,0.0,565.0,3544.827457540238,110917.0,2.0,6491.0,83933.1,7960863.0,2.0,1
3655.0,20.22599531615925,1708,Makeup,0.0,0.0,0.0,0.0,0.0,9.0,6.0,86.0,65.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5388.0,15.89112119248218,1543,Skincare,52.0,47.0,105.0,222.0,1541.0,8.0,7.0,110.0,116.0,8.0,24.0,0.0,0.0,1032.0,3701.169422781366,125361.0,2.0,0.0,0.0,0.0,0.0,1
3814.0,12.91181186531267,1871,Skincare,130.0,105.0,265.0,559.0,3762.0,16.0,7.0,139.0,211.0,7.0,27.0,0.0,0.0,1075.0,4368.521470188804,178292.0,4.0,11413.0,125721.77,10372142.0,6.0,1
4343.0,29.21538461538461,975,Makeup,0.0,0.0,0.0,0.0,0.0,13.0,6.0,90.0,67.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4815.0,12.77478991596639,1785,Hair Care,26.0,15.0,24.0,67.0,458.0,12.0,6.0,106.0,203.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3938.0,17.65161290322581,1395,Hair Care,62.0,42.0,122.0,284.0,2133.0,16.0,7.0,139.0,201.0,0.0,7.0,0.0,0.0,535.0,1293.519555563408,85982.0,2.0,0.0,0.0,0.0,0.0,1
3630.0,9.32962447844228,719,Skincare,129.0,90.0,250.0,538.0,3632.0,0.0,8.0,160.0,158.0,5.0,34.0,0.0,0.0,572.0,2369.256710450907,92891.0,2.0,0.0,0.0,0.0,0.0,0
2319.0,21.6056338028169,1278,Skincare,35.0,25.0,73.0,161.0,1036.0,10.0,6.0,72.0,129.0,0.0,3.0,0.0,0.0,410.0,966.4270266663884,57160.0,4.0,6024.0,77040.81,7539723.0,2.0,1
2782.0,35.21708185053381,562,Hair Care,74.0,52.0,124.0,280.0,2194.0,6.0,6.0,84.0,151.0,3.0,3.0,0.0,0.0,458.0,1016.071302297149,54570.0,4.0,0.0,0.0,0.0,0.0,0
3930.0,26.35714285714286,1064,Makeup,35.0,14.0,30.0,0.0,0.0,11.0,6.0,67.0,125.0,0.0,12.0,0.0,0.0,777.0,2400.677017746327,167693.0,6.0,4791.0,56344.76,5344861.0,2.0,1
3589.0,29.36817472698908,641,Hair Care,0.0,0.0,0.0,0.0,0.0,9.0,6.0,88.0,61.0,2.0,9.0,0.0,0.0,1099.0,1952.638735522046,194759.0,2.0,0.0,0.0,0.0,0.0,0
2982.0,14.49067431850789,697,Skincare,71.0,54.0,144.0,280.0,1896.0,0.0,8.0,160.0,158.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3569.0,22.11361410381978,1021,Hair Care,114.0,85.0,222.0,454.0,3098.0,10.0,7.0,121.0,209.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5379.0,61559.15,6156021.0,2.0,1
2799.0,23.1830258302583,1355,Makeup,0.0,0.0,0.0,0.0,0.0,8.0,5.0,83.0,54.0,0.0,10.0,0.0,0.0,769.0,2146.419168953576,191916.0,2.0,0.0,0.0,0.0,0.0,1
3215.0,21.61493411420205,1366,Makeup,130.0,72.0,217.0,446.0,3305.0,12.0,8.0,126.0,221.0,13.0,20.0,0.0,0.0,540.0,1539.363278213351,90892.0,2.0,5561.0,61269.64,6298228.0,2.0,1
4779.0,23.63647058823529,850,Makeup,28.0,17.0,60.0,129.0,953.0,13.0,7.0,137.0,209.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1658.0,27.87223974763407,634,Makeup,94.0,63.0,156.0,328.0,2128.0,0.0,6.0,78.0,98.0,2.0,9.0,1.0,108.2885453470561,851.0,1492.753034168435,205433.0,2.0,0.0,0.0,0.0,0.0,0
2927.0,18.32171979243885,1349,Skincare,52.0,32.0,56.0,100.0,612.0,12.0,7.0,117.0,209.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5900.0,24.14684684684685,1110,Makeup,80.0,65.0,167.0,349.0,2218.0,0.0,6.0,81.0,108.0,3.0,8.0,0.0,0.0,1229.0,2865.542165860896,131170.0,2.0,5379.0,61559.15,6156021.0,2.0,1
4133.0,16.83081353491721,1389,Makeup,75.0,58.0,170.0,369.0,2491.0,3.0,7.0,114.0,209.0,3.0,19.0,0.0,0.0,906.0,2245.63501526486,150552.0,4.0,6375.0,77040.81,7539723.0,2.0,1
4025.0,18.50371057513915,1078,Hair Care,29.0,13.0,0.0,0.0,0.0,13.0,7.0,111.0,209.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4146.0,17.11785714285714,840,Makeup,0.0,0.0,0.0,0.0,0.0,0.0,8.0,158.0,158.0,0.0,25.0,0.0,0.0,1058.0,5518.973596772069,244249.0,4.0,0.0,0.0,0.0,0.0,0
1493.0,24.10188087774295,638,Skincare,38.0,22.0,59.0,165.0,1187.0,0.0,6.0,77.0,99.0,9.0,10.0,0.0,0.0,1001.0,2150.120428077761,342756.0,2.0,0.0,0.0,0.0,0.0,0
1084.0,24.93333333333333,0,Hair Care,33.0,31.0,94.0,232.0,1363.0,0.0,7.0,105.0,209.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9522.0,102695.19,8531176.0,6.0,0
2123.0,28.96428571428572,588,Hair Care,115.0,91.0,239.0,476.0,3183.0,12.0,6.0,66.0,124.0,2.0,15.0,0.0,0.0,1143.0,4942.500397285711,218184.0,4.0,0.0,0.0,0.0,0.0,0
4098.0,21.27423580786026,1145,Makeup,99.0,61.0,210.0,320.0,1984.0,8.0,8.0,126.0,221.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2413.0,18.22441651705565,557,Hair Care,55.0,44.0,113.0,218.0,1359.0,0.0,6.0,81.0,105.0,0.0,38.0,0.0,0.0,382.0,1022.015556268331,49997.0,2.0,0.0,0.0,0.0,0.0,0
1680.0,13.04002859185132,1399,Skincare,14.0,9.0,0.0,74.0,533.0,0.0,8.0,167.0,158.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1204.468326221651,17.18006993006993,572,Hair Care,21.0,22.0,72.0,162.0,959.0,0.0,8.0,165.0,158.0,5.0,28.0,1.0,56.1345504810508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2364.0,36.45259042033236,1023,Skincare,64.0,36.0,108.0,230.0,1658.0,5.0,6.0,89.0,62.0,4.0,33.0,0.0,0.0,857.0,4274.551661025151,182854.0,2.0,0.0,0.0,0.0,0.0,1
2175.0,13.32424593967517,1724,Makeup,55.0,36.0,82.0,188.0,1163.0,14.0,7.0,122.0,209.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.0,111171.56,9223813.0,4.0,1
4686.0,25.58425063505504,1181,Makeup,0.0,0.0,0.0,0.0,0.0,7.0,7.0,125.0,221.0,0.0,19.0,1.0,116.4010879238509,647.0,1116.614575426368,117666.0,2.0,0.0,0.0,0.0,0.0,1
4548.0,20.05809128630705,1446,Makeup,126.0,95.0,243.0,498.0,3247.0,0.0,6.0,83.0,109.0,4.0,4.0,0.0,0.0,836.0,4846.969231192939,135741.0,2.0,0.0,0.0,0.0,0.0,1
2304.0,27.37371663244353,974,Hair Care,69.0,41.0,114.0,265.0,1953.0,6.0,6.0,84.0,151.0,1.0,3.0,1.0,1038.911096623549,950.0,2226.151114288454,118852.0,4.0,5379.0,61559.15,6156021.0,4.0,0
3270.0,26.79543834640057,1403,Makeup,70.0,57.0,139.0,292.0,2122.0,12.0,7.0,118.0,209.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4535.0,22.4146884272997,1348,Skincare,74.0,60.0,168.0,333.0,1905.0,8.0,5.0,125.0,221.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4330.0,56344.76,5344861.0,2.0,1
2683.0,24.74907475943746,1351,Makeup,97.0,62.0,197.0,381.0,2451.0,0.0,5.0,73.0,92.0,10.0,33.0,1.0,194.2723415336707,1370.0,3088.635844804135,312041.0,4.0,0.0,0.0,0.0,0.0,1
681.0,15.72237960339943,1059,Skincare,152.0,101.0,248.0,563.0,4032.0,8.0,8.0,126.0,205.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3852.0,29.35621662852784,1311,Makeup,0.0,0.0,0.0,0.0,0.0,13.0,6.0,90.0,67.0,0.0,24.0,0.0,0.0,1161.0,4786.551630677452,202970.0,2.0,4330.0,56344.76,5344861.0,4.0,1
24.0,20.90566037735849,0,Makeup,25.0,24.0,58.0,113.0,675.0,3.0,8.0,125.0,221.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2533.0,28.99061522419187,959,Hair Care,0.0,0.0,0.0,0.0,0.0,9.0,8.0,126.0,221.0,3.0,20.0,0.0,0.0,933.0,3113.259980553117,119755.0,2.0,5379.0,61559.15,6156021.0,2.0,0
1520.0,6.479784366576819,742,Makeup,19.0,16.0,36.0,0.0,0.0,12.0,7.0,131.0,209.0,5.0,3.0,0.0,0.0,474.0,1665.056143908891,137024.0,2.0,5379.0,61559.15,6156021.0,2.0,0
4085.0,15.26254002134472,1874,Hair Care,46.0,42.0,100.0,191.0,1119.0,11.0,7.0,115.0,209.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7236.0,83014.05,7458220.0,2.0,1
6045.0,14.60886644219978,1782,Makeup,94.0,90.0,232.0,455.0,2936.0,8.0,6.0,86.0,62.0,7.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,1
3595.0,23.39264328485885,1169,Makeup,70.0,58.0,200.0,402.0,2346.0,0.0,6.0,76.0,97.0,1.0,3.0,0.0,0.0,1477.0,6991.212127382213,279852.0,6.0,0.0,0.0,0.0,0.0,1
3547.0,9.91186440677966,1180,Skincare,144.0,92.0,271.0,591.0,4039.0,0.0,8.0,160.0,158.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5483.0,26.25,1108,Skincare,97.0,76.0,241.0,463.0,3229.0,12.0,6.0,92.0,184.0,6.0,19.0,0.0,0.0,845.0,2745.910602758568,117644.0,4.0,6024.0,77040.81,7539723.0,2.0,1
3454.0,35.91666666666666,948,Makeup,237.0,153.0,475.0,874.0,5435.0,0.0,6.0,79.0,100.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2675.0,23.62302483069977,886,Makeup,122.0,96.0,232.0,507.0,3004.0,4.0,6.0,88.0,59.0,2.0,52.0,0.0,0.0,833.0,3081.613738213717,160024.0,6.0,0.0,0.0,0.0,0.0,0
2875.0,16.29576194770063,1109,Makeup,50.0,41.0,80.0,80.0,183.0,8.0,8.0,127.0,221.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2649.0,26.7116953762466,1103,Makeup,55.0,38.0,83.0,168.0,1109.0,8.0,7.0,118.0,209.0,0.0,19.0,0.0,0.0,1348.0,5370.423451986365,261506.0,6.0,0.0,0.0,0.0,0.0,1
3240.0,14.20113544201135,1233,Makeup,57.0,48.0,97.0,107.0,442.0,8.0,8.0,127.0,221.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.0,111171.56,9223813.0,4.0,1
3378.0,23.25990491283677,1262,Skincare,87.0,57.0,149.0,319.0,2184.0,7.0,8.0,126.0,221.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4862.0,23.92096505823627,1202,Skincare,0.0,0.0,25.0,66.0,403.0,9.0,5.0,85.0,59.0,1.0,3.0,0.0,0.0,632.0,1742.552773500983,104077.0,4.0,5379.0,61559.15,6156021.0,2.0,1
2519.0,22.21538461538461,1365,Makeup,0.0,0.0,0.0,0.0,0.0,8.0,5.0,83.0,54.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4538.0,12.6551724137931,1218,Makeup,70.0,42.0,101.0,261.0,1669.0,10.0,6.0,75.0,131.0,0.0,10.0,1.0,396.2472393368413,0.0,0.0,0.0,0.0,5379.0,61559.15,6156021.0,4.0,1
3397.0,17.21881254169446,1499,Makeup,158.0,114.0,284.0,580.0,3770.0,9.0,8.0,124.0,221.0,4.0,3.0,0.0,0.0,381.0,1003.314816222913,50018.0,2.0,0.0,0.0,0.0,0.0,1
3296.0,34.57462019660411,1119,Makeup,51.0,27.0,86.0,153.0,1288.0,0.0,8.0,164.0,158.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4319.0,20.43911439114391,1626,Makeup,0.0,0.0,0.0,0.0,0.0,7.0,8.0,127.0,221.0,2.0,33.0,0.0,0.0,390.0,977.3278588917748,49999.0,2.0,0.0,0.0,0.0,0.0,1
998.2745493047119,25.46861924686192,478,Hair Care,39.0,30.0,80.0,165.0,1128.0,0.0,8.0,162.0,158.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3548.0,32.48758865248227,564,Hair Care,227.0,160.0,432.0,941.0,6253.0,0.0,6.0,84.0,112.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6149.0,77040.81,7539723.0,2.0,0
3299.0,18.54027261462206,1614,Makeup,41.0,31.0,72.0,126.0,693.0,13.0,7.0,113.0,166.0,7.0,25.0,1.0,882.7331952670365,741.0,2101.184816376966,113298.0,4.0,5379.0,61559.15,6156021.0,4.0,1
2151.0,20.95583238958097,883,Skincare,53.0,30.0,94.0,227.0,1794.0,0.0,6.0,77.0,99.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,0
3827.0,15.07513416815742,1118,Makeup,85.0,65.0,170.0,419.0,2979.0,0.0,6.0,80.0,89.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3638.0,24.01023890784983,1465,Makeup,0.0,0.0,0.0,0.0,0.0,5.0,5.0,79.0,58.0,1.0,34.0,0.0,0.0,1071.0,5923.047615370362,301154.0,4.0,0.0,0.0,0.0,0.0,1
3506.0,21.06142668428005,1514,Makeup,0.0,11.0,20.0,74.0,421.0,0.0,6.0,79.0,99.0,0.0,3.0,0.0,0.0,987.0,2815.045635397428,211723.0,4.0,3479.0,40244.28,3856872.0,2.0,1
