ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
466953,Male,Yes,42,Yes,Artist,2,Average,2
459086,Female,No,28,No,Healthcare,1,Low,2
464915,Male,Yes,41,Yes,Executive,,High,4
460827,Male,Yes,81,Yes,Lawyer,9,Low,1
464272,Male,No,30,Yes,Artist,9,Low,2
461063,Male,Yes,53,No,Lawyer,0,Low,2
467302,Male,No,26,Yes,Executive,9,Low,4
461935,Male,Yes,51,Yes,Artist,1,Low,3
459089,Male,No,19,No,Artist,9,Low,7
462365,Male,Yes,75,Yes,Lawyer,0,High,2
459628,Female,Yes,51,Yes,Engineer,0,Low,1
467332,Female,Yes,70,Yes,Homemaker,3,Low,2
460443,Female,No,38,Yes,Doctor,0,Low,1
462195,Female,No,21,No,Healthcare,0,Low,4
466228,Male,Yes,80,No,Lawyer,0,Low,1
461952,Female,Yes,19,No,Artist,,High,2
467589,Male,No,33,No,Entertainment,1,Low,1
466107,Male,Yes,48,Yes,Entertainment,1,Average,6
462199,Female,No,33,No,Healthcare,8,Low,3
466452,Female,No,33,Yes,Engineer,0,Low,3
467074,Female,No,31,No,Healthcare,1,Low,4
464233,Female,Yes,48,Yes,Artist,1,Average,2
462225,Male,Yes,49,No,Engineer,1,Average,8
465970,Female,Yes,38,No,Artist,1,Low,1
460094,Female,No,39,Yes,Artist,0,Low,1
467428,Female,Yes,46,Yes,Entertainment,2,Average,2
465623,Male,Yes,41,Yes,Artist,8,Average,2
467516,Female,Yes,31,No,Artist,0,High,3
462975,Male,Yes,37,Yes,Entertainment,8,Average,2
462389,Female,Yes,58,No,Engineer,1,Low,1
461556,Female,Yes,49,Yes,Engineer,1,Average,2
465964,Female,Yes,47,No,Marketing,2,Low,1
460724,Male,No,30,Yes,Healthcare,1,Low,4
460660,Male,No,41,,Entertainment,6,Low,1
466787,Female,Yes,33,Yes,Doctor,0,Low,2
467256,Male,No,33,No,Healthcare,0,Low,4
467414,Male,No,27,Yes,Healthcare,,Low,1
466742,Male,Yes,45,No,Doctor,8,Low,2
466017,Female,Yes,45,Yes,Homemaker,1,Low,1
463079,Female,No,35,No,Marketing,,Low,
459679,Female,No,21,No,Entertainment,1,Low,4
465930,Female,No,36,Yes,Artist,9,Low,2
464821,Female,Yes,56,No,,0,Low,1
460175,Female,No,28,No,Artist,0,Low,5
466725,Female,Yes,89,No,Lawyer,0,High,2
465095,Male,Yes,48,Yes,Executive,1,High,4
465452,Male,Yes,47,No,Entertainment,0,High,5
463473,Male,No,23,No,Healthcare,,Low,3
463213,Female,No,18,No,Healthcare,3,Low,4
467653,Male,Yes,58,Yes,Lawyer,2,High,2
463218,Male,Yes,42,No,Entertainment,9,Average,3
461289,Male,No,22,No,Healthcare,0,Low,3
459983,Female,Yes,50,Yes,Artist,2,Low,1
465845,Female,Yes,40,Yes,Entertainment,,Low,2
462363,Male,Yes,73,No,Executive,0,High,2
460575,Female,No,27,No,Artist,,Low,
461509,Male,Yes,40,Yes,Artist,1,Average,3
460542,Female,Yes,81,No,Lawyer,1,Low,
461148,Male,,37,Yes,Artist,1,Average,3
464064,Female,Yes,39,No,Doctor,0,Low,2
460545,Male,Yes,83,No,Lawyer,0,High,3
459303,Male,Yes,55,Yes,Artist,0,Low,1
462568,Male,Yes,51,Yes,Doctor,,Low,3
462635,Male,Yes,42,No,Engineer,5,Average,4
464456,Male,Yes,27,Yes,Artist,1,Low,4
465106,Male,Yes,53,Yes,Executive,1,High,2
467605,Female,Yes,40,Yes,Engineer,1,Average,7
466116,Male,Yes,62,Yes,Artist,0,Average,9
461388,Male,No,21,No,Healthcare,,Low,5
466155,Male,Yes,40,Yes,Entertainment,1,Average,2
467176,Male,No,27,No,Healthcare,1,Low,3
459400,Female,Yes,84,No,Lawyer,0,High,2
466784,Male,No,26,No,Doctor,4,Low,
460320,Male,No,26,No,Artist,11,Low,4
466454,Male,No,33,Yes,Entertainment,1,Low,1
467028,Male,No,27,Yes,Artist,0,Low,1
464827,Female,Yes,46,No,Entertainment,9,Average,5
465463,Female,No,28,No,Doctor,,Low,5
464501,Female,No,25,No,Healthcare,1,Low,3
460659,Female,Yes,47,Yes,Marketing,,Average,3
463715,Female,No,32,No,Artist,3,Low,4
461028,Female,No,21,No,Healthcare,6,Low,4
466766,Male,Yes,73,Yes,Lawyer,1,High,4
462475,Male,Yes,35,Yes,Artist,0,Average,2
465770,Male,No,52,Yes,Artist,1,Low,1
466823,Male,Yes,40,Yes,Artist,1,Low,2
463505,Male,No,31,Yes,Healthcare,,Low,1
467083,Female,Yes,88,Yes,Lawyer,1,High,2
467675,Female,No,39,No,,,Low,1
464080,Female,No,41,Yes,Artist,1,Low,2
462287,Female,Yes,73,Yes,Artist,,Average,2
466503,Male,Yes,45,Yes,Artist,7,Average,5
461847,Male,Yes,41,No,Entertainment,0,Low,4
461447,Male,Yes,75,Yes,Lawyer,0,High,2
459982,Male,No,39,Yes,Entertainment,9,Low,2
463316,Female,Yes,89,No,Lawyer,0,High,2
466758,Male,Yes,45,Yes,Doctor,0,Low,1
464307,Female,Yes,50,Yes,Artist,1,Average,2
461344,Male,Yes,43,No,Healthcare,6,High,2
463353,Male,Yes,50,Yes,Executive,4,Average,4
467349,Female,No,53,No,Entertainment,0,Low,
462607,Female,,37,No,Engineer,2,Average,3
467172,Male,No,40,,Artist,8,Low,2
464324,Male,Yes,76,Yes,Lawyer,1,Low,1
462108,Female,Yes,27,Yes,Homemaker,,Average,2
459288,Male,Yes,41,Yes,Artist,1,Low,2
460050,Male,Yes,50,Yes,Entertainment,3,Low,2
464994,Male,Yes,56,Yes,Executive,8,High,5
464903,Male,Yes,28,No,Entertainment,0,Average,2
461251,Female,No,46,Yes,Marketing,0,Low,
463165,Female,Yes,72,Yes,Doctor,1,Average,2
460419,Female,Yes,41,No,Doctor,,Low,1
465981,Male,No,28,No,Artist,0,Low,2
465281,Female,Yes,27,Yes,Artist,8,Average,2
463781,Female,No,32,No,Healthcare,2,Low,4
466569,Female,No,20,No,Doctor,9,Low,4
466547,Male,Yes,45,Yes,Executive,1,Low,5
464631,Male,No,59,Yes,Artist,1,Low,2
465957,Female,No,46,Yes,Marketing,1,Low,1
459848,Male,Yes,46,Yes,Artist,1,Average,3
461642,Male,No,41,Yes,Artist,9,Low,2
467259,Male,Yes,70,Yes,Lawyer,1,High,2
459388,Female,,25,Yes,Homemaker,,Low,1
463439,Male,Yes,42,Yes,Artist,9,Average,3
464764,Female,Yes,60,No,Engineer,1,High,9
467073,Male,No,37,Yes,Engineer,9,Low,1
460480,Male,No,18,No,Healthcare,0,Low,7
464419,Male,Yes,52,Yes,Artist,1,Average,3
463686,Female,No,32,No,Artist,2,Low,4
459411,Male,Yes,74,No,Lawyer,8,Low,1
463774,Male,Yes,29,Yes,Healthcare,1,Average,2
463671,Male,Yes,37,Yes,Entertainment,0,Average,3
466986,Male,Yes,45,No,Entertainment,1,Average,3
465508,Male,No,22,No,Healthcare,1,Low,4
463284,Female,Yes,60,Yes,Engineer,0,Low,
465351,Female,Yes,51,Yes,Artist,8,Average,2
464001,Male,Yes,59,Yes,Artist,0,Average,2
459483,Male,Yes,55,Yes,Artist,1,Average,2
466013,Male,No,22,No,Healthcare,2,Low,3
459763,Male,No,18,No,Artist,,Low,4
466490,Female,Yes,84,No,Lawyer,0,High,2
463024,Male,No,35,Yes,Artist,,Low,1
463665,Male,Yes,50,Yes,Entertainment,0,Average,3
463459,Male,Yes,73,Yes,Artist,5,High,3
462756,Female,No,23,No,Engineer,1,Low,4
461414,Male,No,30,Yes,Entertainment,,Low,5
463915,Female,No,21,Yes,Healthcare,0,Low,5
463543,Male,No,18,No,Healthcare,1,Low,4
462768,Male,Yes,46,Yes,Artist,0,Average,3
461876,Male,No,32,Yes,Entertainment,9,Low,2
462135,Female,No,36,Yes,Healthcare,6,Low,3
458998,Male,Yes,37,No,Doctor,9,Low,2
466432,Male,No,42,Yes,Entertainment,1,Low,1
464722,Male,Yes,35,Yes,Doctor,1,Low,
460389,Female,Yes,42,Yes,Healthcare,9,Average,2
460663,Female,No,33,No,Homemaker,9,Low,1
463484,Female,Yes,35,No,Engineer,1,High,2
467771,Female,Yes,59,Yes,Artist,0,Average,5
462084,Male,Yes,70,Yes,Artist,1,Low,1
463621,Male,Yes,53,No,Entertainment,1,Low,1
467021,Female,Yes,80,No,Lawyer,1,High,2
459056,Male,Yes,56,No,Executive,,High,3
467563,Male,Yes,39,Yes,Artist,0,Average,2
459820,Female,Yes,73,Yes,Artist,,Average,3
467306,Female,Yes,58,Yes,Artist,0,Average,5
464865,Female,No,30,No,Homemaker,8,Low,9
463585,Female,No,23,No,Healthcare,0,Low,3
466186,Male,Yes,59,Yes,Artist,9,Average,4
459619,Female,Yes,56,Yes,Doctor,0,Low,2
466699,Female,Yes,40,Yes,Artist,8,Low,1
465517,Female,Yes,68,Yes,Artist,1,Low,2
459237,Male,No,29,Yes,Artist,1,Low,6
461757,Female,Yes,55,Yes,Artist,1,Average,3
466309,Male,No,21,No,Healthcare,1,Low,4
466532,Female,No,19,No,Engineer,1,Low,4
460832,Female,Yes,41,No,Healthcare,1,Average,4
461531,Male,No,41,Yes,Artist,4,Low,1
467304,Male,No,33,No,Doctor,1,Low,2
463124,Male,Yes,31,No,Artist,,Average,2
461463,Male,No,41,Yes,Artist,6,Low,1
464566,Male,Yes,35,Yes,Executive,0,High,4
462070,Male,Yes,41,Yes,Entertainment,9,Average,2
464162,Male,Yes,81,Yes,Lawyer,,High,2
466554,Male,No,26,No,Healthcare,0,Low,3
462793,Male,Yes,42,No,Executive,3,High,5
465657,Female,Yes,53,Yes,Artist,0,Average,2
460530,Female,Yes,33,Yes,Entertainment,3,Average,3
464045,Male,Yes,39,Yes,Artist,0,Low,2
465633,Male,Yes,83,Yes,Executive,,High,2
462905,Female,No,25,No,Artist,6,Low,3
466254,Male,No,40,Yes,Entertainment,0,Low,2
460617,Female,No,22,No,Healthcare,0,Low,4
465468,Female,Yes,37,Yes,Artist,1,Average,2
466125,Female,Yes,65,Yes,Artist,0,Low,2
465207,Male,Yes,49,Yes,Artist,0,Average,2
463332,Female,Yes,38,Yes,Engineer,1,Low,2
459924,Female,Yes,65,Yes,Artist,0,Average,2
466143,Female,Yes,48,No,Engineer,0,Average,5
466375,Male,Yes,52,Yes,Entertainment,1,Low,4
462951,Male,Yes,73,Yes,Lawyer,2,Low,1
465654,Female,No,48,Yes,Engineer,1,Low,1
460987,Male,No,25,Yes,Doctor,8,Low,2
461681,Male,No,31,Yes,Healthcare,9,Low,3
462820,Male,No,25,No,Entertainment,8,Low,9
467518,Male,No,21,No,Doctor,0,Low,
467525,Male,No,20,No,Healthcare,0,Low,4
465876,Male,No,25,No,Executive,0,Low,3
464199,Male,Yes,25,Yes,Artist,8,Low,2
462746,Male,No,29,No,Entertainment,1,Low,3
463261,Female,Yes,72,No,Entertainment,7,Average,3
467548,Male,Yes,48,Yes,Artist,0,High,2
460924,Male,No,28,No,Doctor,1,Low,5
463368,Female,Yes,42,Yes,Artist,3,High,3
459957,Female,Yes,32,Yes,Artist,8,Low,3
459191,Male,Yes,49,Yes,Artist,0,Low,1
462479,Female,Yes,55,Yes,Artist,1,Average,2
466570,Female,Yes,40,Yes,Artist,0,Average,3
459407,Female,No,37,Yes,Doctor,0,Low,3
467331,Male,No,27,No,Healthcare,3,Low,4
463377,Female,Yes,32,Yes,Homemaker,4,High,2
467456,Male,Yes,36,No,Executive,7,High,4
463058,Female,No,28,Yes,Homemaker,11,Low,1
467401,Male,Yes,72,No,Entertainment,0,Average,
464029,Male,No,18,No,Entertainment,1,Low,4
466056,Female,No,36,Yes,Artist,1,Low,1
467130,Female,Yes,29,No,Homemaker,,High,3
465002,Female,Yes,88,Yes,Lawyer,1,High,2
463155,Female,No,38,Yes,Engineer,,Low,1
459651,Male,Yes,87,Yes,Lawyer,,Low,1
459961,Male,Yes,51,Yes,Artist,8,Low,3
466109,Male,Yes,51,Yes,Entertainment,1,Average,4
461543,Male,No,31,No,Artist,3,Low,2
459502,Female,Yes,47,Yes,Artist,1,Average,3
459864,Female,Yes,70,No,Artist,,High,2
460441,Male,No,31,No,Healthcare,,Low,4
461942,Male,No,29,Yes,Healthcare,0,Low,6
462755,Female,No,20,No,Healthcare,0,Low,
465098,Female,No,41,Yes,Artist,1,Low,
459872,Male,Yes,68,No,Entertainment,4,Average,2
462053,Male,Yes,28,Yes,Artist,,Low,2
467040,Male,No,32,Yes,Doctor,0,Low,4
465079,Male,Yes,75,Yes,Lawyer,1,Low,1
467697,Female,No,39,Yes,Healthcare,0,Low,1
466555,Male,No,18,No,Healthcare,1,Low,3
463457,Female,Yes,42,Yes,Artist,2,Average,2
462653,Male,Yes,48,Yes,Executive,0,Average,4
461390,Female,Yes,70,Yes,Artist,0,High,2
460217,Male,Yes,45,Yes,Artist,1,Average,2
463684,Female,No,29,Yes,Healthcare,0,Low,4
463764,Male,Yes,50,Yes,Entertainment,1,Average,3
465310,Female,No,22,No,Healthcare,0,Low,6
462489,Male,Yes,46,Yes,Artist,0,Low,2
465677,Male,Yes,39,No,Artist,,Low,2
459737,Female,Yes,81,Yes,Lawyer,8,High,2
465357,Female,Yes,49,Yes,Artist,1,Average,3
462159,Male,No,43,Yes,Doctor,1,Low,
461747,Male,Yes,66,Yes,Artist,1,High,2
465940,Female,No,53,Yes,Artist,0,Low,2
464323,Female,No,29,Yes,Artist,12,Low,1
467248,Female,Yes,86,Yes,Lawyer,0,High,2
463265,Male,Yes,70,Yes,Artist,1,Average,3
459946,Female,Yes,36,Yes,Artist,1,Average,2
463161,Male,No,35,Yes,Artist,1,Low,2
460790,Female,Yes,42,Yes,Artist,0,High,2
463118,Female,Yes,49,Yes,Doctor,,High,3
460864,Female,No,20,No,Artist,0,Low,3
461039,Female,Yes,27,No,Engineer,1,Average,9
460299,Male,Yes,56,Yes,Artist,4,Low,1
462378,Male,Yes,67,No,Artist,1,Low,1
463081,Female,Yes,51,Yes,Artist,0,Low,1
460923,Male,Yes,49,Yes,Artist,1,Average,3
462120,Male,Yes,51,No,Artist,1,Low,3
463980,Female,No,26,Yes,Artist,1,Low,9
461464,Male,No,59,Yes,Entertainment,,Low,3
466695,Female,Yes,31,Yes,Entertainment,1,Low,1
465833,Male,Yes,43,No,Executive,1,High,3
467490,Male,Yes,59,No,Executive,7,Average,5
459765,Female,No,35,Yes,Engineer,4,Low,1
467570,Male,No,18,No,Healthcare,14,Low,
464561,Female,No,48,Yes,Entertainment,9,Low,2
459409,Female,Yes,88,Yes,Lawyer,1,High,2
462864,Female,No,30,Yes,Healthcare,12,Low,6
461009,Female,No,22,No,Healthcare,6,Low,3
459117,Male,Yes,66,Yes,Artist,1,High,2
464131,Female,Yes,81,No,Engineer,0,High,2
464079,Female,Yes,36,No,Doctor,14,Average,2
462478,Male,Yes,30,No,Doctor,,Average,2
465375,Female,No,50,Yes,Engineer,1,Low,1
461637,Male,Yes,51,Yes,Artist,1,Low,2
459252,Male,Yes,66,Yes,Lawyer,0,High,3
461438,Female,Yes,39,Yes,Engineer,8,Average,2
463956,Female,No,28,No,Entertainment,0,Low,5
459682,Male,Yes,35,Yes,Executive,,Average,3
459892,Female,Yes,50,Yes,Artist,1,Low,1
467720,Male,No,27,Yes,Entertainment,,Low,2
463148,Male,Yes,60,Yes,Marketing,1,High,5
460862,Male,Yes,52,No,Entertainment,1,Average,4
460382,Male,Yes,32,No,Marketing,4,Low,3
461650,Female,Yes,42,Yes,Doctor,0,Low,1
467501,Male,No,48,Yes,Entertainment,1,Low,2
459486,Male,Yes,75,Yes,Lawyer,,High,2
467319,Male,No,26,Yes,Homemaker,8,Low,2
459604,Female,No,21,No,Healthcare,0,Low,7
463554,Female,No,53,No,Artist,7,Low,1
467652,Male,No,32,Yes,Doctor,0,Low,3
465298,Female,Yes,56,Yes,Doctor,1,Average,2
462494,Female,No,36,Yes,Artist,8,Low,4
467344,Male,Yes,83,Yes,Lawyer,0,Low,2
463442,Male,Yes,42,Yes,Executive,1,Low,2
467219,Female,Yes,66,No,Lawyer,,High,2
464360,Male,Yes,62,Yes,Executive,0,High,2
462505,Male,Yes,40,No,Executive,0,Low,4
459914,Male,No,38,Yes,Artist,2,Low,1
461255,Male,No,18,No,Healthcare,1,Low,5
462360,Female,Yes,62,Yes,Artist,3,Low,2
466571,Male,No,23,No,Healthcare,1,Low,4
465033,Female,Yes,56,Yes,,0,Average,2
464575,Male,No,42,Yes,Artist,8,Low,1
465650,Female,No,32,No,Marketing,0,Low,4
464640,Female,No,28,No,Marketing,0,Low,5
459694,Male,Yes,77,No,Lawyer,0,Low,
465216,Male,Yes,35,Yes,Executive,8,High,4
460818,Female,No,30,Yes,Healthcare,8,Low,
463927,Female,No,53,Yes,Engineer,1,Low,2
459506,Female,No,27,Yes,,1,Low,1
467001,Female,,53,Yes,Entertainment,8,Average,4
460265,Male,Yes,52,Yes,Executive,1,High,4
464178,Male,No,29,Yes,Doctor,3,Low,3
461586,Male,No,36,Yes,Artist,6,Low,3
461764,Female,No,41,Yes,Artist,0,Low,1
459297,Male,Yes,72,Yes,Executive,0,High,4
459548,Female,Yes,50,Yes,Engineer,1,Low,2
463452,Female,Yes,79,Yes,Lawyer,0,High,2
467767,Female,No,23,No,Marketing,4,Low,4
465927,Female,No,25,Yes,Healthcare,0,Low,1
465857,Female,No,40,Yes,Doctor,1,Low,1
460581,Male,Yes,27,Yes,Healthcare,2,Average,2
459501,Female,Yes,62,Yes,Artist,4,Average,7
466670,Male,Yes,29,Yes,Healthcare,2,Average,2
460678,Female,No,31,No,Doctor,6,Low,2
459490,Male,Yes,37,No,Engineer,,Average,2
460230,Male,No,28,Yes,Healthcare,1,Low,4
463653,Female,No,26,Yes,Artist,1,Low,5
463726,Female,No,33,No,Healthcare,1,Low,3
467858,Male,Yes,59,Yes,Artist,,Low,4
466907,Male,Yes,57,Yes,Artist,,Average,2
467249,Female,No,43,Yes,Marketing,1,Low,1
465533,Female,Yes,50,Yes,Entertainment,0,Average,4
462297,Female,No,29,Yes,Artist,14,Low,2
460596,Male,No,29,No,Engineer,0,Low,5
462633,Female,,28,Yes,Doctor,,High,8
467709,Female,Yes,37,Yes,Artist,5,Low,2
467413,Female,Yes,75,Yes,Lawyer,2,High,4
464672,Male,No,19,No,Entertainment,0,Low,6
465807,Female,No,42,Yes,Artist,1,Low,1
462760,Male,No,22,No,Healthcare,1,Low,5
466529,Female,Yes,28,Yes,Doctor,0,Average,2
464434,Male,Yes,45,Yes,Artist,0,Average,4
462359,Male,Yes,51,Yes,Entertainment,0,Low,3
464802,Male,No,40,No,Entertainment,1,Low,1
467643,Male,No,42,Yes,Artist,12,Low,1
461977,Female,No,49,Yes,Artist,3,Low,1
461738,Female,Yes,46,Yes,,,Average,3
464520,Male,Yes,46,No,Entertainment,8,Low,2
464484,Male,Yes,29,Yes,Artist,1,Average,3
465391,Female,Yes,72,Yes,Lawyer,0,High,2
460611,Male,No,26,Yes,Healthcare,0,Low,3
466159,Female,Yes,50,Yes,Engineer,2,Average,3
463623,Male,No,33,Yes,Doctor,0,Low,3
459254,Male,Yes,57,Yes,Doctor,,Low,1
463594,Female,Yes,35,Yes,Artist,7,Average,2
465118,Female,Yes,51,Yes,Artist,1,Average,6
460761,Male,Yes,52,Yes,Entertainment,0,Average,6
459132,Male,No,20,No,Entertainment,5,Low,2
461265,Male,No,33,No,Marketing,1,Low,6
463446,Male,Yes,58,Yes,Artist,0,Average,3
467902,Female,No,37,No,Artist,,Low,1
460591,Female,Yes,38,Yes,Doctor,1,Low,4
464139,Female,No,27,No,Healthcare,14,Low,1
466433,Male,Yes,43,Yes,Entertainment,8,Low,2
459023,Female,No,18,No,Healthcare,0,Low,5
466476,Female,No,29,No,Healthcare,0,Low,3
460090,Male,Yes,86,No,Lawyer,2,Average,2
461016,Male,No,32,No,Healthcare,7,Low,5
464630,Female,Yes,52,No,Engineer,0,Low,6
462464,Male,Yes,53,Yes,Artist,1,Average,4
459026,Male,No,29,No,Healthcare,9,Low,3
464376,Male,Yes,58,Yes,Artist,2,Low,1
465256,Male,No,22,No,Healthcare,,Low,5
461783,Male,,72,,Lawyer,0,High,
467478,Female,Yes,39,Yes,Artist,0,Average,4
463094,Male,Yes,40,Yes,Engineer,12,Average,3
463257,Female,No,23,No,Healthcare,3,Low,5
465060,Female,Yes,79,Yes,Lawyer,14,High,3
461696,Female,Yes,70,Yes,Lawyer,0,High,2
466130,Female,No,27,No,Artist,0,Low,6
460498,Male,Yes,47,No,Executive,1,High,2
459248,Male,Yes,58,Yes,Executive,3,Average,4
464924,Male,Yes,26,No,Entertainment,,High,6
462620,Male,Yes,40,No,Engineer,6,Average,5
462657,Male,Yes,35,Yes,Executive,1,Average,2
467822,Male,Yes,31,Yes,Healthcare,0,Low,2
460876,Female,Yes,43,Yes,Artist,1,High,4
461395,Male,No,21,No,Doctor,4,Low,3
460731,Female,No,29,Yes,Artist,1,Low,3
463582,Female,No,18,No,Healthcare,1,Low,3
461423,Male,No,28,Yes,Artist,0,Low,3
460879,Female,No,27,Yes,Healthcare,0,Low,4
467376,Female,Yes,47,Yes,Doctor,8,Average,2
463701,Male,Yes,52,Yes,Marketing,1,High,4
466667,Female,No,42,No,Marketing,5,Low,2
464345,Female,Yes,57,Yes,Artist,2,High,3
467889,Male,Yes,61,Yes,Executive,0,High,2
461709,Male,No,33,Yes,Artist,0,Low,3
463515,Female,Yes,41,Yes,Artist,11,Average,4
460080,Female,No,39,Yes,Doctor,9,Low,3
460375,Male,No,40,Yes,Doctor,4,Low,2
466364,Female,Yes,52,Yes,Artist,1,Low,3
465551,Female,Yes,48,Yes,Artist,,Average,2
463096,Female,No,33,Yes,Doctor,,Low,3
460896,Male,No,43,Yes,Artist,0,Low,1
460702,Female,No,51,Yes,Artist,0,Low,1
466001,Female,Yes,36,Yes,Entertainment,6,Low,2
465738,Male,Yes,38,Yes,Entertainment,8,Low,2
460804,Female,No,30,Yes,Artist,0,Low,5
464426,Male,No,39,Yes,Marketing,1,Low,4
465880,Female,No,46,Yes,Entertainment,1,Low,2
461342,Male,Yes,43,No,Executive,3,High,4
459078,Male,Yes,70,Yes,Lawyer,0,High,2
460396,Female,Yes,41,Yes,Entertainment,9,Low,1
461098,Female,Yes,39,Yes,Engineer,1,Low,1
463076,Female,No,51,Yes,Artist,0,Low,2
460976,Male,No,20,No,Healthcare,1,Low,4
465536,Female,Yes,30,Yes,Doctor,,Average,2
460399,Male,No,26,Yes,Marketing,10,Low,1
460449,Male,No,31,No,Marketing,4,Low,1
463807,Female,No,33,Yes,Healthcare,0,Low,3
459323,Female,No,21,No,Doctor,,Low,
459727,Male,Yes,83,No,Lawyer,,High,2
463263,Female,Yes,70,Yes,Engineer,0,High,2
466998,Female,Yes,60,No,Artist,,Average,3
466729,Male,No,33,Yes,Healthcare,1,Low,
462608,Female,No,71,No,Engineer,1,Low,1
465495,Male,Yes,29,Yes,Engineer,5,Low,2
461244,Female,No,41,No,Marketing,1,Low,1
459173,Male,Yes,55,Yes,Artist,1,Average,2
465795,Male,No,29,No,Entertainment,1,Low,4
467345,Male,Yes,76,Yes,Lawyer,1,Low,1
467290,Female,No,23,No,Healthcare,0,Low,
462220,Female,No,18,No,Healthcare,7,Low,3
465737,Female,Yes,49,Yes,Engineer,6,Low,3
459423,Male,No,19,No,Healthcare,9,Low,5
464445,Male,Yes,81,Yes,Executive,1,High,3
461378,Female,No,35,Yes,Artist,9,Low,1
462286,Male,Yes,59,No,Doctor,0,Average,2
463678,Female,No,32,No,Healthcare,1,Low,5
465601,Male,Yes,35,Yes,Artist,,Average,4
462647,Female,Yes,56,No,,,Average,3
465714,Female,Yes,63,Yes,Artist,1,Low,1
466312,Female,No,21,No,Healthcare,0,Low,3
459697,Female,Yes,77,No,Lawyer,0,High,3
460057,Male,No,36,Yes,Artist,2,Low,1
464960,Female,No,22,No,Healthcare,0,Low,5
459064,Male,Yes,26,No,Executive,5,High,4
461277,Male,Yes,82,Yes,Lawyer,7,Low,1
463403,Male,No,18,No,Healthcare,2,Low,4
463863,Male,Yes,35,Yes,Artist,0,Average,2
467064,Male,Yes,36,No,Doctor,0,Average,2
467856,Male,Yes,59,Yes,Artist,1,Low,2
462251,Male,Yes,61,No,Artist,0,Average,2
465372,Female,No,37,Yes,Entertainment,0,Low,1
463970,Female,No,25,No,Healthcare,1,Low,5
463547,Female,No,28,No,Healthcare,0,Low,4
465331,Female,Yes,56,Yes,Artist,,Low,2
460785,Male,No,29,Yes,Healthcare,0,Low,4
461788,Female,Yes,86,Yes,Lawyer,1,High,2
461617,Male,No,45,Yes,Artist,0,Low,2
460661,Female,No,33,No,Homemaker,9,Low,1
463363,Male,No,20,No,Healthcare,1,Low,4
462520,Female,No,25,Yes,Artist,,Low,5
461568,Male,Yes,59,Yes,Artist,1,Average,3
464769,Female,,51,No,Engineer,9,Average,4
466615,Female,No,20,No,Healthcare,3,Low,3
465688,Female,Yes,62,,Artist,1,Average,3
462109,Male,Yes,75,No,Lawyer,0,Low,1
459565,Male,No,47,Yes,Entertainment,2,Low,
462766,Female,No,32,No,Homemaker,8,Low,1
466682,Male,Yes,62,,Entertainment,2,Average,4
459690,Female,No,43,Yes,Artist,1,Low,1
459347,Male,Yes,69,Yes,Lawyer,1,Low,1
465766,Male,Yes,38,No,Entertainment,1,Low,3
467575,Female,No,29,No,Engineer,1,Low,4
459774,Male,Yes,56,Yes,Artist,0,Low,1
464860,Female,Yes,51,No,Engineer,,Average,3
464932,Male,Yes,53,Yes,Executive,9,Low,1
461814,Female,No,37,Yes,Artist,1,Low,1
463428,Male,Yes,28,No,Executive,1,High,5
459671,Female,Yes,48,Yes,Artist,,Average,3
464451,Female,Yes,74,Yes,Artist,0,Average,2
464043,Male,Yes,51,Yes,Entertainment,1,Average,4
461784,Female,Yes,88,Yes,Lawyer,0,Low,1
463389,Female,Yes,50,Yes,Artist,0,Average,2
462233,Male,No,19,No,Healthcare,1,Low,7
463826,Female,No,28,Yes,Healthcare,5,Low,
465121,Female,No,32,Yes,Artist,6,Low,1
466168,Female,Yes,45,Yes,Executive,1,High,3
459841,Male,Yes,56,Yes,Healthcare,,High,3
467342,Female,No,33,Yes,Artist,1,Low,2
459495,Male,No,29,Yes,Artist,,Low,3
464962,Male,Yes,53,Yes,Executive,1,High,4
460874,Female,No,18,No,Healthcare,1,Low,3
463247,Male,No,45,Yes,Entertainment,1,Low,1
460771,Male,Yes,86,Yes,Artist,0,Low,
465774,Female,No,26,Yes,Doctor,9,Low,4
463551,Male,Yes,46,Yes,Doctor,7,Average,2
464502,Male,Yes,35,Yes,Healthcare,6,Average,2
461407,Female,No,32,Yes,Marketing,8,Low,6
465218,Male,Yes,36,Yes,Artist,,Average,2
466081,Female,Yes,25,Yes,Artist,8,Average,2
467336,Female,Yes,63,Yes,Artist,0,Average,4
462440,Female,No,23,No,Healthcare,9,Low,4
459389,Female,No,26,Yes,Engineer,9,Low,8
466446,Female,Yes,46,Yes,Artist,1,High,3
464385,Male,Yes,70,No,Engineer,0,Average,2
467872,Female,Yes,40,Yes,Engineer,1,Average,4
459857,Male,No,33,Yes,Entertainment,6,Low,1
466701,Male,Yes,48,Yes,Homemaker,10,Low,3
461169,Male,No,39,Yes,Entertainment,9,Low,2
459519,Female,Yes,45,Yes,Artist,,Average,2
460795,Male,Yes,61,Yes,Artist,1,Average,3
464511,Male,Yes,52,Yes,Marketing,1,Low,3
466399,Female,Yes,26,No,Entertainment,1,Average,2
465603,Female,Yes,45,Yes,Homemaker,8,Low,
466079,Female,Yes,40,No,Engineer,1,Low,2
459769,Male,No,42,Yes,Marketing,1,Low,
462450,Male,No,19,No,Healthcare,0,Low,
