vendor,profit_outlier_capped
Nero,-54.5958
Nero,9.7218
Nero,70.196
Nero,-144.63594
Nero,6.3744
Nero,14.2
Nero,15.8256
Nero,35.28
Nero,9.5418
Nero,191.6586
Nero,54.2808
Nero,-12.9987
Nero,31.0156
Nero,10.2588
Nero,90.24
Nero,271.98
Nero,81.78
Nero,6.81
Nero,3.06
Nero,1.74
Rushcorp,4.96
Rushcorp,-31.52
Rushcorp,9.06
Rushcorp,-2.9160000000000004
Rushcorp,-6.744
Rushcorp,66.24
Rushcorp,18.48
Rushcorp,2.58
Rushcorp,-13.6
Rushcorp,-29.148000000000003
Rushcorp,-22.62
Rushcorp,-62.78
Rushcorp,18.56
Rushcorp,3.0
Rushcorp,4.6
Rushcorp,-19.355999999999998
Rushcorp,-5.056
Rushcorp,6.2
Rushcorp,-16.52
Rushcorp,-4.86
Rushcorp,-33.04
Rushcorp,-23.232
Rushcorp,-4.824
Rushcorp,-1.7919999999999998
Rushcorp,-0.6559999999999999
Rushcorp,-7.608
Rushcorp,9.3
Rushcorp,10.96
Rushcorp,301.97196
Rushcorp,23.92
Rushcorp,12.04
Rushcorp,12.56
Rushcorp,0.0
Rushcorp,1.568
Rushcorp,-39.66
Rushcorp,-10.72
Rushcorp,-14.02
Rushcorp,-30.36
Rushcorp,0.8
Rushcorp,8.2
Rushcorp,8.532
Rushcorp,20.46
Rushcorp,1.44
Rushcorp,13.02
Rushcorp,19.2
Rushcorp,0.0
Rushcorp,33.18
Rushcorp,-9.12
Rushcorp,-144.63594
Rushcorp,-86.74
Rushcorp,-75.572
Rushcorp,-4.368
Rushcorp,15.78
Rushcorp,9.68
Rushcorp,4.08
Rushcorp,2.62
Rushcorp,-1.3359999999999999
Rushcorp,-4.02
Rushcorp,-11.196
Rushcorp,2.46
Rushcorp,-15.444
Rushcorp,-35.344
Rushcorp,102.8
Rushcorp,-5.796
Rushcorp,-11.632
Rushcorp,7.9
Rushcorp,6.06
Rushcorp,3.24
Rushcorp,50.48
Rushcorp,-144.63594
Rushcorp,2.6519999999999997
Rushcorp,-64.416
Rushcorp,-15.216
Rushcorp,-6.272
Rushcorp,-2.528
Rushcorp,-35.056
Rushcorp,151.52
Rushcorp,-30.24
Rushcorp,-78.208
Rushcorp,-10.536
Rushcorp,7.54
Rushcorp,2.08
Rushcorp,-22.88
Rushcorp,-51.24
Rushcorp,-3.864
Rushcorp,10.24
Rushcorp,1.36
Rushcorp,0.24
Rushcorp,0.16
Rushcorp,12.2
Rushcorp,5.38
Rushcorp,-15.975999999999999
Rushcorp,10.52
Rushcorp,2.08
Rushcorp,-5.136
Rushcorp,2.68
Rushcorp,12.24
Rushcorp,-41.856
Rushcorp,16.4
Rushcorp,31.32
Rushcorp,0.0
Rushcorp,-47.016000000000005
Rushcorp,1.28
Rushcorp,-1.524
Rushcorp,-13.32
Rushcorp,1.42
Rushcorp,15.48
Rushcorp,-4.0360000000000005
Rushcorp,19.74
Rushcorp,13.36
Rushcorp,61.02
Rushcorp,9.12
Rushcorp,-28.831999999999997
Rushcorp,-12.088
Rushcorp,15.78
Rushcorp,-21.704
Rushcorp,-13.152000000000001
Rushcorp,46.02
Rushcorp,-15.12
Rushcorp,1.6
Rushcorp,10.96
Rushcorp,-2.872
Rushcorp,2.8
Rushcorp,25.6
Rushcorp,-8.136000000000001
Rushcorp,-8.344
Rushcorp,-6.444
Rushcorp,54.16
Rushcorp,30.08
Rushcorp,6.92
Rushcorp,21.96
Rushcorp,7.32
Rushcorp,33.9
Rushcorp,3.72
Rushcorp,17.6
Rushcorp,-12.404000000000002
Rushcorp,25.6
Rushcorp,3.72
Rushcorp,46.08
Rushcorp,1.304
Rushcorp,0.0
Rushcorp,-4.248
Rushcorp,3.92
Rushcorp,301.97196
Rushcorp,1.62
Rushcorp,16.88
Rushcorp,3.44
Rushcorp,1.32
Rushcorp,12.0
Rushcorp,9.36
Rushcorp,16.12
Rushcorp,37.44
Rushcorp,18.12
Rushcorp,0.74
Rushcorp,182.26
Rushcorp,0.9
Rushcorp,-0.036000000000000004
Rushcorp,9.72
Rushcorp,6.9
Rushcorp,163.2
Rushcorp,190.92
Rushcorp,6.7
Rushcorp,1.76
Rushcorp,15.0
Rushcorp,29.56
Rushcorp,3.9
Rushcorp,0.06
Rushcorp,2.5839999999999996
Rushcorp,-5.0760000000000005
Rushcorp,-9.6
Rushcorp,6.48
Rushcorp,17.5
Rushcorp,50.56
Rushcorp,13.44
Rushcorp,9.2
Rushcorp,12.24
Rushcorp,15.2
Rushcorp,-8.863999999999999
Rushcorp,47.6
Rushcorp,8.7
Rushcorp,45.92
Rushcorp,12.56
Rushcorp,6.72
Rushcorp,-45.396
Rushcorp,5.28
Rushcorp,1.2
Rushcorp,131.36
Rushcorp,49.92
Rushcorp,7.98
Rushcorp,18.48
Rushcorp,25.08
Rushcorp,-2.032
Rushcorp,79.1
Rushcorp,-40.516
Rushcorp,-63.768
Rushcorp,9.96
Rushcorp,-144.63594
Rushcorp,20.64
Rushcorp,22.76
Rushcorp,0.0
Rushcorp,1.86
Rushcorp,6.56
Rushcorp,17.76
Rushcorp,-9.91
Rushcorp,-1.1840000000000002
Rushcorp,15.12
Rushcorp,166.08
Rushcorp,77.58
Rushcorp,1.6
Rushcorp,8.54
Rushcorp,3.36
Rushcorp,85.14
Rushcorp,-4.742
Rushcorp,2.82
Rushcorp,14.08
Rushcorp,-47.632
Rushcorp,-19.8
Rushcorp,-14.54
Rushcorp,-68.86399999999999
Rushcorp,3.72
Rushcorp,18.24
Rushcorp,11.5
Rushcorp,-20.128
Rushcorp,35.2
Rushcorp,-3.3360000000000003
Rushcorp,0.48
Rushcorp,5.16
Rushcorp,16.02
Rushcorp,-23.351999999999997
Rushcorp,-3.008
Rushcorp,-8.672
Rushcorp,-8.352
Rushcorp,8.992
Rushcorp,-11.616
Rushcorp,22.98
Rushcorp,33.04
Rushcorp,2.8
Rushcorp,-2.208
Rushcorp,8.88
Rushcorp,26.82
Rushcorp,1.54
Rushcorp,-3.592
Rushcorp,-0.976
Rushcorp,5.04
Rushcorp,28.56
Rushcorp,-4.928
Rushcorp,1.02
Rushcorp,4.9
Rushcorp,3.36
Rushcorp,-35.022
Rushcorp,9.288
Rushcorp,31.2
Rushcorp,-68.64
Rushcorp,5.36
Rushcorp,15.8
Rushcorp,-3.2880000000000003
Rushcorp,15.0
Rushcorp,1.7
Rushcorp,30.4
Rushcorp,7.2
Rushcorp,35.88
Rushcorp,-44.66
Rushcorp,-27.776
Rushcorp,-0.64
Rushcorp,-0.41600000000000004
Rushcorp,0.256
Rushcorp,18.24
Rushcorp,-39.744
Rushcorp,11.34
Rushcorp,19.92
Rushcorp,26.28
Rushcorp,4.944
Rushcorp,5.18
Rushcorp,1.2
Rushcorp,12.0
Rushcorp,20.48
Rushcorp,-0.024
Rushcorp,19.56
Rushcorp,40.64
Rushcorp,26.32
Rushcorp,14.0
Rushcorp,21.78
Rushcorp,17.44
Rushcorp,-5.6160000000000005
Rushcorp,12.72
Rushcorp,11.9
Rushcorp,-4.956
Rushcorp,10.5
Rushcorp,-8.136000000000001
Rushcorp,-4.343999999999999
Rushcorp,9.96
Rushcorp,-59.58
Rushcorp,-12.72
Rushcorp,47.3
Rushcorp,2.7
Rushcorp,6.84
Rushcorp,-3.792
Rushcorp,0.84
Rushcorp,1.36
Rushcorp,13.62
Rushcorp,50.48
Rushcorp,14.88
Rushcorp,68.8
Rushcorp,2.48
Rushcorp,26.8
Rushcorp,-8.24
Rushcorp,14.0
Rushcorp,-3.864
Rushcorp,-3.568
Rushcorp,-23.664
Rushcorp,-1.92
Rushcorp,1.12
Rushcorp,0.7440000000000001
Rushcorp,10.74
Rushcorp,1.74
Rushcorp,0.7
Rushcorp,28.3
Rushcorp,-3.924
Rushcorp,30.44
Rushcorp,18.9
Rushcorp,301.97196
Rushcorp,13.48
Rushcorp,21.06
Rushcorp,32.88
Rushcorp,155.68
Rushcorp,9.28
Fireworth,9.12
Fireworth,13.64
Fireworth,-3.344
Fireworth,48.32
Fireworth,73.08
Fireworth,32.76
Fireworth,32.9817
Fireworth,31.86032
Fireworth,-10.26
Fireworth,202.30728
Fireworth,-144.63594
Fireworth,34.386359999999996
Fireworth,-14.998
Fireworth,-13.3341
Fireworth,-144.63594
Fireworth,36.127520000000004
Fireworth,12.08
Fireworth,-9.1788
Fireworth,-80.7954
Fireworth,-144.63594
Fireworth,3.9906
Fireworth,134.9925
Fireworth,36.48
Fireworth,37.9962
Fireworth,26.146520000000002
Fireworth,-81.9726
Fireworth,8.9985
Fireworth,55.44092
Fireworth,64.68168
Fireworth,2.888
Fireworth,-121.792
Fireworth,80.64
Fireworth,8.4966
Fireworth,14.1728
Fireworth,68.19800000000001
Fireworth,-22.92
Fireworth,1.64
Fireworth,35.7
Fireworth,-49.632
Fireworth,2.175
Fireworth,301.97196
Fireworth,4.4
Fireworth,-38.272
Fireworth,-18.0385
Fireworth,-144.63594
Fireworth,46.7313
Fireworth,31.69152
Fireworth,-6.21
Fireworth,178.94928000000002
Fireworth,-87.6672
Fireworth,28.7904
Fireworth,0.0
Fireworth,-144.63594
Fireworth,-0.048
Fireworth,-98.964
Fireworth,301.97196
Fireworth,-91.84
Fireworth,-58.032
Fireworth,157.4262
Fireworth,20.76
Fireworth,4.13992
Fireworth,16.7946
Fireworth,-1.864
Fireworth,12.32
Fireworth,9.288
Fireworth,-144.63594
Fireworth,15.16
Fireworth,213.7044
Fireworth,-144.63594
Fireworth,34.742
Fireworth,54.4
Fireworth,-144.63594
Fireworth,-33.104
Fireworth,74.57552
Fireworth,77.58
Fireworth,14.328
Fireworth,26.3967
Fireworth,26.2
Fireworth,25.198
Fireworth,6.68
Fireworth,-128.29744
Fireworth,-7.707039999999999
Fireworth,-97.72
Fireworth,-86.988
Fireworth,11.7
Fireworth,-144.63594
Fireworth,5.724
Fireworth,275.7
Fireworth,90.7152
Fireworth,129.5865
Fireworth,301.97196
Fireworth,67.495
Fireworth,59.8176
Fireworth,134.21196
Fireworth,23.2
Fireworth,245.4064
Fireworth,-5.6943
Fireworth,-13.993
Fireworth,0.0
Fireworth,-1.12
Fireworth,4.498
Fireworth,55.745
Fireworth,20.235
Fireworth,118.8
Fireworth,33.0
Fireworth,113.2
Fireworth,22.84
Fireworth,100.62
Fireworth,-15.144
Fireworth,301.97196
Fireworth,1.92
Fireworth,301.97196
Fireworth,14.595
Fireworth,9.66
Fireworth,35.55288
Fireworth,16.1602
Fireworth,-144.63594
Fireworth,-1.416
Fireworth,17.27328
Fireworth,3.64
Fireworth,2.2066
Fireworth,-21.4236
Fireworth,1.1994
Fireworth,4.48
Fireworth,100.24
Fireworth,301.97196
Fireworth,26.973000000000003
Fireworth,10.44
Fireworth,8.2764
Fireworth,195.44
Fireworth,6.64
Fireworth,18.66
Fireworth,50.08
Fireworth,251.71124
Fireworth,17.55
Fireworth,121.83200000000001
Fireworth,22.74
Fireworth,14.28
Fireworth,37.6
Fireworth,7.4655
Fireworth,39.8
Fireworth,-119.18
Fireworth,-36.792
Fireworth,-144.63594
Fireworth,12.88
Fireworth,52.64
Fireworth,-67.8762
Fireworth,13.2293
Fireworth,36.96
Fireworth,31.4
Fireworth,50.88
Fireworth,-10.9116
Fireworth,70.0977
Fireworth,124.82988
Fireworth,22.17012
Fireworth,32.88
Fireworth,-144.63594
Fireworth,67.92
Fireworth,297.0
Fireworth,89.22
Fireworth,39.8
Fireworth,6.0114
Fireworth,223.054
Fireworth,26.6
Fireworth,85.8
Fireworth,75.9924
Fireworth,66.0
Fireworth,48.72
Fireworth,22.84
Fireworth,2.6
Fireworth,214.4922
Fireworth,23.28
Fireworth,220.56
Fireworth,-89.68
Fireworth,175.88
Fireworth,244.6155
Fireworth,-6.21
Fireworth,301.97196
Fireworth,21.6
Fireworth,24.6
Fireworth,3.32
Fireworth,-45.5928
Fireworth,6.7966
Fireworth,125.99
Fireworth,83.4
Fireworth,77.22
Fireworth,-45.9954
Fireworth,3.34
Fireworth,-111.816
Fireworth,36.9873
Fireworth,6.28
Fireworth,23.22
Fireworth,56.1
Fireworth,9.12
Fireworth,-144.63594
Fireworth,301.97196
Fireworth,39.48
Fireworth,8.7735
Fireworth,42.0355
Fireworth,-144.63594
Fireworth,-14.7931
Fireworth,1.7995
Fireworth,301.97196
Fireworth,-144.63594
Fireworth,-26.688000000000002
Fireworth,35.6346
Fireworth,7.4975
Fireworth,48.18
Fireworth,33.5
Fireworth,39.55
Fireworth,166.6
Fireworth,-22.031999999999996
Fireworth,223.2855
Fireworth,14.70168
Fireworth,-2.5749
Fireworth,-4.14
Fireworth,23.997
Fireworth,-144.63594
Fireworth,107.4785
Fireworth,195.9944
Fireworth,-1.2890000000000001
Fireworth,8.3958
Fireworth,12.68
Fireworth,-136.76
Fireworth,23.2
Fireworth,-144.63594
Fireworth,4.908
Fireworth,-14.808
Fireworth,17.1
Fireworth,3.84
Fireworth,16.368
Fireworth,9.2386
Fireworth,71.4
Fireworth,51.75
Fireworth,41.55192
Fireworth,-42.7
Fireworth,175.88
Fireworth,41.536
Fireworth,135.98
Fireworth,103.44
Fireworth,220.4853
Fireworth,137.71024
Fireworth,-20.16
Fireworth,7.04
Fireworth,-7.2
Fireworth,266.35587999999996
Fireworth,-6.54
Fireworth,163.1898
Fireworth,1.5804
Fireworth,-73.49736
Fireworth,27.1032
Fireworth,75.12
Fireworth,95.2
Fireworth,25.86
Fireworth,62.1474
Fireworth,53.2
Fireworth,301.97196
Fireworth,1.0598
Fireworth,19.8276
Fireworth,77.22
Fireworth,301.97196
Fireworth,-144.63594
Fireworth,40.7499
Fireworth,-85.24799999999999
Fireworth,131.355
Fireworth,18.48
Fireworth,-83.86108
Fireworth,147.24383999999998
Fireworth,22.84
Fireworth,86.72664
Fireworth,9.2386
Fireworth,58.56
Fireworth,22.74
Fireworth,18.08
Fireworth,301.97196
Fireworth,-5.88
Fireworth,-111.4995
Fireworth,70.08
Fireworth,171.36
Fireworth,-1.4280000000000002
Fireworth,195.7204
Fireworth,28.86
Fireworth,-55.3
Fireworth,148.3524
Fireworth,-81.024
Fireworth,67.08
Fireworth,66.1451
Fireworth,301.97196
Fireworth,-7.3015
Fireworth,6.167999999999999
Fireworth,9.68
Fireworth,93.1088
Fireworth,37.9
Fireworth,10.02
Fireworth,10.9193
Fireworth,87.35364
Fireworth,32.4
Fireworth,-5.088
Fireworth,62.38584
Fireworth,3.475
Fireworth,8.997
Fireworth,10.86
Fireworth,21.5928
Fireworth,1.9040000000000001
Fireworth,76.27199999999999
Fireworth,7.7679
Fireworth,2.394
Fireworth,-16.215999999999998
Fireworth,47.53
Fireworth,-144.63594
Fireworth,10.0
Fireworth,10.0
Fireworth,227.1096
Fireworth,-4.22
Fireworth,2.299
Fireworth,-144.63594
Fireworth,131.91612
Fireworth,-1.344
Fireworth,301.97196
Fireworth,96.16428
Fireworth,-73.28088000000001
Fireworth,-8.224
Fireworth,102.9444
Fireworth,168.84
Fireworth,11.08
Fireworth,99.5
Fireworth,-0.2685
Fireworth,2.0394
Fireworth,5.7408
Fireworth,2.208
Fireworth,107.5
Fireworth,139.0
Fireworth,146.43563999999998
Fireworth,32.58
Fireworth,78.43956
Fireworth,10.788
Fireworth,38.9974
Fireworth,1.9040000000000001
Fireworth,50.3988
Fireworth,170.5113
Fireworth,301.97196
Fireworth,205.94556
Fireworth,7.46
Fireworth,-31.128
Fireworth,80.38231999999999
Fireworth,301.97196
Fireworth,-34.3148
Fireworth,21.897
Fireworth,19.3314
Fireworth,40.2
Fireworth,274.38599999999997
Fireworth,49.4376
Fireworth,-113.99799999999999
Fireworth,85.787
Fireworth,42.32
Fireworth,30.0
Fireworth,-2.918
Fireworth,-122.96799999999999
Fireworth,44.9925
Fireworth,18.66
Fireworth,10.895999999999999
Fireworth,-8.184
Fireworth,-14.58
Fireworth,-7.7247
Fireworth,48.9902
Fireworth,8.88
Fireworth,-61.152
Fireworth,4.96
Fireworth,27.1666
Fireworth,46.512879999999996
Fireworth,123.4737
Fireworth,39.28
Fireworth,13.8579
Fireworth,301.97196
Fireworth,4.1
Fireworth,26.88
Fireworth,-3.76
Fireworth,159.84
Fireworth,-45.5928
Fireworth,32.736
Fireworth,4.7976
Fireworth,124.3
Fireworth,15.918
Fireworth,265.4232
Fireworth,188.85088000000002
Fireworth,-114.19663999999999
Fireworth,22.96
Fireworth,40.98
Fireworth,18.2352
Fireworth,15.0984
Fireworth,69.66
Fireworth,40.8
Fireworth,39.3
Fireworth,65.60436
Fireworth,5.831119999999999
Fireworth,165.42
Fireworth,301.97196
Fireworth,-12.895999999999999
Fireworth,0.0
Fireworth,89.46
Fireworth,70.72496
Fireworth,70.08
Fireworth,256.16016
Fireworth,7.24
Fireworth,-144.63594
Fireworth,152.388
Fireworth,30.436159999999997
Fireworth,41.354040000000005
Fireworth,2.87888
Fireworth,36.5
Fireworth,22.6737
Fireworth,301.97196
Fireworth,12.288
Fireworth,-4.6764
Fireworth,32.893
Fireworth,-28.7964
Fireworth,48.212959999999995
Fireworth,31.36
Fireworth,301.97196
Fireworth,19.755
Fireworth,13.23236
Fireworth,7.38
Fireworth,4.8986
Fireworth,4.92
Fireworth,178.5
Fireworth,52.9173
Fireworth,15.264000000000001
Fireworth,-52.641000000000005
Fireworth,301.97196
Fireworth,125.198
Fireworth,100.86
Fireworth,159.76
Fireworth,53.22524
Fireworth,71.991
Fireworth,37.89784
Fireworth,21.5397
Fireworth,43.08556
Fireworth,44.63568
Fireworth,47.8629
Fireworth,11.5971
Fireworth,1.999
Fireworth,79.8
Fireworth,5.0328
Fireworth,65.12844
Fireworth,89.99700000000001
Fireworth,167.5
Fireworth,19.775
Fireworth,64.70631999999999
Fireworth,8.4564
Fireworth,-144.63594
Fireworth,10.5552
Fireworth,29.0325
Fireworth,26.3912
Fireworth,2.6973
Fireworth,-65.712
Fireworth,21.791999999999998
Fireworth,-0.6008
Fireworth,148.491
Fireworth,13.9972
Fireworth,38.7
Fireworth,-144.63594
Fireworth,62.92836
Fireworth,5.9988
Fireworth,-24.3
Fireworth,51.48
Fireworth,4.4604
Fireworth,34.30984
Fireworth,7.25
Fireworth,6.656000000000001
Fireworth,65.12844
Fireworth,16.62
Fireworth,4.0095
Fireworth,-17.991
Fireworth,171.9914
Fireworth,-1.1874
Fireworth,1.04
Fireworth,-144.63594
Fireworth,49.28
Fireworth,79.29568
Fireworth,29.68
Fireworth,263.76
Fireworth,-63.585119999999996
Fireworth,0.2598
Fireworth,-144.63594
Fireworth,92.9832
Fireworth,191.9968
Fireworth,14.780079999999998
Fireworth,297.0
Fireworth,-9.888
Fireworth,22.4316
Fireworth,-8.18
Fireworth,38.3572
Fireworth,-31.4874
Fireworth,25.1916
Fireworth,-27.7158
Fireworth,9.847999999999999
Fireworth,-7.39964
Fireworth,-8.379
Fireworth,49.497
Fireworth,54.3966
Fireworth,28.7964
Fireworth,99.28
Fireworth,301.97196
Fireworth,-9.282
Fireworth,23.8
Fireworth,-21.24504
Fireworth,78.851
Fireworth,-144.63594
Fireworth,190.3728
Fireworth,0.7092
Fireworth,-66.528
Fireworth,5.22
Fireworth,-37.4
Fireworth,-21.19504
Fireworth,5.68
Fireworth,89.04
Fireworth,301.97196
Fireworth,14.6
Fireworth,-78.68
Fireworth,-19.136
Fireworth,215.9973
Fireworth,21.42
Fireworth,301.97196
Fireworth,37.32
Fireworth,-1.8295
Fireworth,4.9878
Fireworth,9.2386
Fireworth,3.3
Fireworth,15.3195
Fireworth,-100.056
Fireworth,20.7675
Fireworth,-71.3958
Fireworth,0.0
Fireworth,21.10456
Fireworth,20.16
Fireworth,60.9552
Fireworth,204.1092
Fireworth,161.19
Fireworth,6.102
Fireworth,76.7904
Fireworth,125.85672
Fireworth,-7.5
Fireworth,-144.63594
Fireworth,89.47464000000001
Fireworth,36.9502
Fireworth,52.4979
Fireworth,8.16
Fireworth,-14.815999999999999
Fireworth,85.2475
Fireworth,71.3898
Fireworth,70.5564
Fireworth,-0.048
Fireworth,161.9919
Fireworth,-2.9939999999999998
Fireworth,33.0
Fireworth,38.08
Fireworth,216.95832000000001
Fireworth,45.2
Fireworth,25.86
Fireworth,-42.288000000000004
Fireworth,18.8937
Fireworth,72.36
Fireworth,301.97196
Fireworth,11.72
Fireworth,90.2871
Fireworth,101.76
Fireworth,-144.63594
Fireworth,232.5644
Fireworth,57.72
Fireworth,76.6395
Fireworth,4.1
Fireworth,49.42824
Fireworth,301.97196
Fireworth,5.5
Fireworth,29.560159999999996
Fireworth,-71.84
Fireworth,77.7519
Fireworth,-85.68032
Fireworth,2.7279
Fireworth,-123.94488
Fireworth,9.816
Fireworth,7.6494
Fireworth,55.8
Fireworth,35.2
Fireworth,301.97196
Fireworth,140.391
Fireworth,97.1892
Fireworth,301.97196
Fireworth,87.1962
Fireworth,85.7746
Fireworth,22.4316
Fireworth,-144.63594
Fireworth,178.2
Fireworth,14.868
Fireworth,64.7856
Fireworth,-74.76
Fireworth,-144.63594
Fireworth,4.1391
Fireworth,-130.15968
Fireworth,0.8495
Fireworth,27.18
Fireworth,118.2
Fireworth,216.26
Fireworth,21.56
Fireworth,16.6
Fireworth,301.97196
Fireworth,176.0
Fireworth,224.4426
Fireworth,19.7316
Fireworth,301.97196
Fireworth,13.28
Fireworth,12.424000000000001
Fireworth,119.76
Fireworth,-49.208
Fireworth,11.198
Fireworth,14.52
Fireworth,50.3832
Fireworth,16.6788
Fireworth,60.59496
Fireworth,92.16
Fireworth,79.84
Fireworth,-4.7976
Fireworth,1.3559999999999999
Fireworth,24.6
Fireworth,-4.048
Fireworth,13.2962
Fireworth,29.994
Fireworth,4.4
Fireworth,30.09
Fireworth,-3.094
Fireworth,49.4982
Fireworth,50.2425
Fireworth,301.97196
Fireworth,-123.99799999999999
Fireworth,134.3888
Fireworth,113.84896
Fireworth,165.5986
Fireworth,0.43799999999999994
Fireworth,236.41296
Fireworth,88.0
Fireworth,-144.63594
Fireworth,-1.2055200000000001
Fireworth,5.68
Fireworth,1.5588
Fireworth,301.97196
Fireworth,-27.2922
Fireworth,-144.63594
Fireworth,-144.63594
Fireworth,39.468
Fireworth,-22.404
Fireworth,44.36
Fireworth,38.16
Fireworth,17.7
Fireworth,175.56
Fireworth,-144.63594
Fireworth,22.3888
Fireworth,2.6
Fireworth,-6.247999999999999
Fireworth,42.54
Fireworth,298.6855
Fireworth,-144.63594
Fireworth,108.08
Fireworth,74.57552
Fireworth,142.08
Fireworth,21.16
Fireworth,22.9954
Fireworth,2.2828
Fireworth,0.5998
Fireworth,-144.63594
Fireworth,51.8346
Fireworth,51.4975
Fireworth,266.1262
Fireworth,0.0
Fireworth,38.08
Fireworth,16.7475
Fireworth,301.97196
Fireworth,164.997
Fireworth,198.15143999999998
Fireworth,-144.63594
Fireworth,3.52
Fireworth,-4.68312
Fireworth,41.88
Fireworth,176.8124
Fireworth,98.28
Fireworth,-1.1196
Fireworth,250.396
Fireworth,14.780079999999998
Fireworth,13.8579
Fireworth,84.5982
Fireworth,-144.63594
Fireworth,-144.63594
Fireworth,57.81776
Fireworth,-29.94
Fireworth,18.0648
Fireworth,36.3972
Fireworth,-32.5584
Fireworth,55.4364
Fireworth,0.0
Fireworth,105.85888
Fireworth,-15.414079999999998
Fireworth,-83.80799999999999
Fireworth,26.3912
Fireworth,-44.985
Fireworth,44.4
Fireworth,26.64
Fireworth,301.97196
Fireworth,-29.294
Fireworth,257.6
Fireworth,36.24
Fireworth,68.7
Fireworth,42.8935
Fireworth,24.48
Fireworth,301.97196
Fireworth,129.6
Fireworth,139.986
Fireworth,2.76
Fireworth,103.9992
Fireworth,94.0702
Fireworth,3.4848
Fireworth,6.7989999999999995
Fireworth,164.04
Fireworth,11.613
Fireworth,52.08
Fireworth,23.7564
Fireworth,127.3
Fireworth,13.17
Fireworth,-142.912
Fireworth,-69.97048000000001
Fireworth,-8.1675
Fireworth,-4.66
Fireworth,96.25072
Fireworth,81.5949
Fireworth,37.7874
Fireworth,-12.4146
Fireworth,49.761
Fireworth,301.97196
Fireworth,301.97196
Fireworth,180.0
Fireworth,118.3704
Fireworth,293.4
Fireworth,9.0171
Fireworth,13.7193
Fireworth,163.56
Fireworth,38.1576
Fireworth,59.416000000000004
Fireworth,-144.63594
Fireworth,73.5
Fireworth,8.1072
Fireworth,16.2486
Fireworth,30.0768
Fireworth,8.997
Fireworth,3.278
Fireworth,26.24
Fireworth,-111.83796000000001
Fireworth,301.97196
Fireworth,229.3018
Fireworth,109.04
Fireworth,-36.9544
Fireworth,52.68
Fireworth,18.093
Fireworth,151.4064
Fireworth,55.865280000000006
Fireworth,62.82
Fireworth,128.6805
Fireworth,141.16
Fireworth,19.7714
Fireworth,13.9986
Fireworth,-144.63594
Fireworth,176.51536000000002
Fireworth,-19.0516
Fireworth,-61.97
Fireworth,3.4619999999999997
Fireworth,56.0547
Fireworth,301.97196
Fireworth,70.312
Fireworth,49.98
Fireworth,-0.7295
Fireworth,7.68
Fireworth,28.3095
Fireworth,174.6
Fireworth,103.15799999999999
Fireworth,21.4074
Fireworth,2.4585
Fireworth,10.203
Fireworth,26.6
Fireworth,301.97196
Fireworth,44.0
Fireworth,301.97196
Fireworth,131.0296
Fireworth,301.97196
Fireworth,6.992000000000001
Fireworth,66.54
Fireworth,88.8
Fireworth,86.72664
Fireworth,-131.5008
Fireworth,20.8719
Fireworth,15.1158
Fireworth,19.96
Fireworth,301.97196
Fireworth,102.06
Fireworth,162.0
Fireworth,21.42
Fireworth,-35.141999999999996
Fireworth,4.44
Fireworth,36.16
Fireworth,43.1904
Fireworth,165.3496
Fireworth,142.485
Fireworth,112.8164
Fireworth,170.997
Fireworth,109.04
Fireworth,9.116
Fireworth,2.9760000000000004
Fireworth,83.9916
Fireworth,22.2
Fireworth,89.46
Fireworth,-2.7
Fireworth,-118.884
Fireworth,46.8
Fireworth,-2.1322
Fireworth,-2.7
Fireworth,-43.824
Fireworth,-3.6639999999999997
Fireworth,-32.04
Fireworth,40.6878
Fireworth,19.93224
Fireworth,16.4
Fireworth,68.5965
Fireworth,49.3164
Fireworth,10.86
Fireworth,-2.784
Fireworth,1.8872
Fireworth,17.1
Fireworth,275.7
Fireworth,31.86032
Fireworth,42.88
Fireworth,-13.55984
Fireworth,19.0386
Fireworth,7.88
Fireworth,60.72
Fireworth,2.499
Fireworth,31.4895
Fireworth,-81.79512
Fireworth,-100.7944
Fireworth,20.3898
Fireworth,-32.544000000000004
Fireworth,20.2485
Fireworth,125.198
Fireworth,44.0
Fireworth,80.4
Fireworth,-5.4879999999999995
Fireworth,161.9919
Fireworth,168.1855
Fireworth,-144.63594
Fireworth,50.396
Fireworth,188.78508
Fireworth,164.3514
Fireworth,27.0
Fireworth,301.97196
Fireworth,117.36
Fireworth,16.704
Fireworth,16.7
Fireworth,45.872
Fireworth,236.2325
Fireworth,38.88
Fireworth,-43.98816
Fireworth,215.7
Fireworth,2.2365
Fireworth,-64.072
Fireworth,181.9818
Fireworth,123.4548
Fireworth,-144.63594
Fireworth,36.852
Fireworth,23.28
Fireworth,3.0134
Fireworth,13.4386
Fireworth,8.799
Fireworth,57.4113
Fireworth,118.98299999999999
Fireworth,44.868
Fireworth,19.3932
Fireworth,74.8142
Fireworth,47.0979
Fireworth,45.1395
Fireworth,46.8
Fireworth,75.9
Fireworth,3.18
Fireworth,18.06
Fireworth,28.8
Fireworth,30.0
Fireworth,15.99
Fireworth,20.4
Fireworth,30.24
Fireworth,33.24
Fireworth,131.76
Fireworth,34.02
Fireworth,6.87
Fireworth,10.56
Fireworth,3.12
Vine Inc,-9.64
Vine Inc,301.97196
Vine Inc,-16.887999999999998
Vine Inc,-75.904
Vine Inc,145.0
Vine Inc,-144.63594
