SKU ID,Date,Manufacturer,Sector,Category,Segment,Brand,Revenue($),Units_sold,Page_traffic
SKU1242,02-12-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,28604,1086,4934
SKU1240,2/26/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,30419,1001,4697
SKU1270,03-12-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,17796,723,4040
SKU1246,04-02-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,33814,1156,5562
SKU1260,4/23/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,35722,1308,6594
SKU1242,4/30/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,35666,1363,6095
SKU1269,5/21/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,37542,1405,6622
SKU1267,6/18/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,26722,1011,4331
SKU1246,6/25/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,19540,764,3846
SKU1267,07-02-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,22820,875,3912
SKU1247,08-06-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,30716,1198,4735
SKU1234,8/20/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,33798,1190,5544
SKU1247,10-08-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,26954,840,3477
SKU1233,11/19/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,18796,944,4135
SKU1289,12/24/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,27320,991,3558
SKU1245,12/31/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,29209,1135,4290
SKU1240,01-09-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1247,1/16/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1253,3/20/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,0,0,0
SKU1258,04-10-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,0,0,0
SKU1264,4/24/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,0
SKU1259,5/15/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,0,0,0
SKU1253,5/22/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,0,0,0
SKU1234,06-05-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1252,6/26/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,0,0,0
SKU1247,07-10-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1232,7/17/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1269,7/31/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,0
SKU1269,8/14/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,0
SKU1231,09-04-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1284,9/25/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,0,0,0
SKU1234,10-09-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1268,10/16/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,0
SKU1247,10/30/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1270,11-06-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,0
SKU1234,11/27/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1241,12-04-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1250,12/18/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1247,1/22/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1264,03-12-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,0
SKU1240,4/23/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1245,05-07-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1269,06-04-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,0
SKU1243,7/30/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1272,8/13/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,0,0,0
SKU1234,8/20/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1259,09-03-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,0,0,0
SKU1233,11-05-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1240,11/19/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1247,11/26/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1276,1/23/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,17383,535,4910
SKU1256,03-06-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,23204,683,5287
SKU1271,3/20/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,21968,722,4502
SKU1232,04-03-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,14035,466,3035
SKU1235,6/19/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,19088,819,2854
SKU1266,08-07-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,20185,890,3624
SKU1272,8/14/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,21815,900,3295
SKU1282,8/28/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,26708,874,3202
SKU1244,10/30/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,10217,532,2759
SKU1256,11/27/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,15001,551,2789
SKU1258,12-04-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,20933,744,3332
SKU1248,12-11-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,26221,1045,4428
SKU1237,12/18/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,25917,1010,3835
SKU1256,12/25/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,17761,667,3344
SKU1262,2/19/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,13278,304,2709
SKU1254,2/26/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,13742,327,2565
SKU1250,07-09-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,17976,518,3284
SKU1253,7/16/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,20182,599,4581
SKU1259,08-06-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,14493,535,4706
SKU1238,10-01-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,11510,578,2693
SKU1261,11-05-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,7025,309,4002
SKU1233,11-12-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,17733,656,4323
SKU1252,11/19/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,21903,925,4855
SKU1231,12-10-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,10706,573,3681
SKU1246,02-06-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1233,2/27/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1248,03-06-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1246,3/13/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1282,04-10-21,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,0,0,0
SKU1247,4/17/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1236,4/24/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1251,05-08-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,0,0,0
SKU1240,5/29/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1241,6/19/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1249,8/21/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1235,09-04-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1248,09-11-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1277,10-02-21,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,0,0,25
SKU1290,10/16/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,0,0,96
SKU1239,10/23/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,207
SKU1249,10/30/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1234,11-06-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1270,11/20/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,0
SKU1265,01-01-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,120
SKU1273,1/15/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,0,0,0
SKU1257,1/29/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,0,0,0
SKU1238,03-05-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1267,4/16/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,0
SKU1288,4/30/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,0,0,42
SKU1238,5/14/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,188
SKU1269,5/21/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,0
SKU1237,5/28/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1257,6/18/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,0,0,0
SKU1242,8/20/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1241,8/27/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1247,09-10-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1235,10-08-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1249,10/22/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1247,11-12-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,0,0,0
SKU1232,12-03-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,0,0,0
SKU1270,12-10-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,0,0,0
SKU1233,1/16/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,18717,684,5303
SKU1252,1/23/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,19279,745,4481
SKU1233,02-06-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,15488,450,2705
SKU1237,2/20/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,16560,518,2962
SKU1238,2/27/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,17947,506,2922
SKU1266,05-08-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,18390,258,3683
SKU1233,06-12-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,25576,810,8893
SKU1263,6/19/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,31880,1080,9780
SKU1256,7/17/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,10894,368,4362
SKU1255,7/31/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,17586,548,3721
SKU1260,08-07-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,27808,803,6816
SKU1262,9/25/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,28706,1022,4099
SKU1237,12-11-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,16370,563,2382
SKU1269,01-01-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,24996,1183,3917
SKU1246,1/15/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,27820,1292,3537
SKU1244,2/19/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,30233,1276,6091
SKU1267,2/26/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,31728,1318,6025
SKU1253,03-12-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,33081,1271,5329
SKU1240,3/19/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,23831,916,2642
SKU1247,04-09-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,26384,1016,4089
SKU1240,4/30/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,18786,668,2535
SKU1248,6/18/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,28244,1105,4631
SKU1250,07-02-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,23482,832,3997
SKU1234,07-09-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,17380,686,3580
SKU1231,7/23/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,22832,936,4255
SKU1235,09-10-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,11907,295,2138
SKU1259,9/24/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,11909,394,2016
SKU1241,11/26/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,19467,757,3580
SKU1235,12-03-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,25706,819,3930
SKU1247,12/24/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,15003,425,2527
SKU1246,1/23/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,12850,880,3696
SKU1248,02-06-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,18604,1175,4631
SKU1250,2/27/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,20382,1370,4521
SKU1266,3/27/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,13196,1067,3880
SKU1249,04-10-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,11464,1062,3738
SKU1242,05-08-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,7203,1040,2605
SKU1245,5/15/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,8407,1032,2546
SKU1284,5/22/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,7066,933,2673
SKU1231,5/29/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,5988,1133,2569
SKU1259,06-12-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,12081,1166,2893
SKU1255,6/19/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,20172,1358,3102
SKU1233,07-03-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,28191,1988,4479
SKU1278,07-10-21,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,22275,1593,3656
SKU1233,7/17/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,15848,1352,3871
SKU1276,7/24/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,12454,1190,2908
SKU1249,08-07-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,20301,1438,3755
SKU1249,8/28/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,28214,1771,3890
SKU1255,9/18/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,25602,1722,4341
SKU1259,9/25/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,25685,1988,4146
SKU1244,10/23/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,13949,1362,3830
SKU1231,10/30/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,20136,1434,4332
SKU1247,11/13/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,19085,1420,4323
SKU1235,01-01-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,14434,1097,4323
SKU1265,02-05-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,22023,1316,4676
SKU1255,2/19/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,16231,1099,3488
SKU1231,2/26/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,11582,937,2971
SKU1261,03-12-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,37908,1768,5103
SKU1272,04-09-22,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,26787,1405,4052
SKU1236,4/30/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,24994,1401,4454
SKU1255,07-09-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,24386,1377,3242
SKU1238,7/16/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,24299,1369,3673
SKU1231,10-08-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,19683,1301,3048
SKU1238,10/15/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,26184,1679,3443
SKU1238,10/22/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,23632,1564,3274
SKU1237,12-10-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,14843,1525,3574
SKU1242,12/24/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,18552,1259,2835
SKU1260,1/16/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,10077,473,3168
SKU1239,2/13/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,13396,551,3543
SKU1269,2/20/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,15759,620,4103
SKU1231,2/27/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,17603,695,4267
SKU1258,3/20/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,9157,385,2352
SKU1287,04-03-21,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,6971,388,1996
SKU1248,04-10-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,12613,620,2750
SKU1242,4/17/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,8550,446,2504
SKU1234,4/24/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,18655,924,2797
SKU1244,5/22/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,14608,845,2113
SKU1242,5/29/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,12239,870,1957
SKU1236,6/26/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,14419,853,3003
SKU1242,7/31/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,11003,687,3251
SKU1243,9/18/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,19712,913,3836
SKU1247,9/25/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,18966,899,3833
SKU1244,10-09-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,15652,827,3189
SKU1259,10/30/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,18166,688,3153
SKU1265,11/13/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,17409,1043,3646
SKU1287,12-04-21,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,20954,1217,3542
SKU1232,12-11-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,21566,1246,3829
SKU1275,12/25/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,8440,572,2315
SKU1231,01-01-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,12153,607,3741
SKU1249,1/22/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,21734,1159,3382
SKU1246,02-05-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,6021,559,2143
SKU1244,2/19/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,8647,610,2141
SKU1243,2/26/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,13834,771,2416
SKU1234,3/19/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,18692,960,4440
SKU1269,3/26/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,16206,864,3336
SKU1258,4/23/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,11907,781,3432
SKU1260,4/30/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,13941,839,3623
SKU1275,05-07-22,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,14396,850,3793
SKU1235,5/14/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,16216,933,3900
SKU1244,5/21/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,15687,860,3904
SKU1236,07-02-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,16533,867,2940
SKU1238,7/16/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,18295,870,5738
SKU1250,7/23/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,13911,708,3513
SKU1244,8/13/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,13324,685,2134
SKU1248,8/20/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,14704,712,2372
SKU1268,09-03-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,21881,949,3010
SKU1277,9/17/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,24434,943,2612
SKU1237,10/22/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,17439,1052,3178
SKU1263,11-12-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,18453,1134,3477
SKU1247,11/26/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,21773,1280,3839
SKU1282,12/31/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,22811,1272,3826
SKU1263,01-09-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,14737,1208,4304
SKU1255,2/20/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,14282,1123,4055
SKU1267,2/27/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,13932,1135,3961
SKU1278,3/13/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,9119,876,1854
SKU1248,04-10-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,8474,1003,1812
SKU1232,5/15/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,16953,1367,3018
SKU1231,5/29/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,11076,1141,2191
SKU1260,06-12-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,10294,1118,2632
SKU1237,7/31/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,12137,1259,4612
SKU1253,8/21/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,4228,954,1675
SKU1248,10/23/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,11390,1272,2332
SKU1234,11-06-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,10963,1113,2379
SKU1236,12-11-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,20314,1291,3944
SKU1233,12/25/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,13144,895,3167
SKU1251,02-05-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,8270,915,2688
SKU1260,2/19/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,9161,942,2176
SKU1231,03-12-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,13697,1292,3164
SKU1273,4/16/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,10438,1010,3449
SKU1249,05-07-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,11473,1123,3353
SKU1287,07-09-22,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,17399,1303,3674
SKU1259,09-10-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,23172,1438,4351
SKU1239,10/15/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,41552,2402,5516
SKU1240,12-03-22,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,31271,1858,5044
SKU1249,12/17/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,33503,1710,4401
SKU1245,1/16/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,8974,559,1170
SKU1237,1/30/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,11587,674,349
SKU1270,2/13/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Tide,11448,632,522
SKU1233,3/13/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Ariel,12569,656,1343
SKU1246,3/20/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,11100,622,59
SKU1243,4/17/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,7377,473,1013
SKU1255,07-03-21,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,12911,950,1302
SKU1260,8/21/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,5487,399,882
SKU1257,8/28/2021,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,9546,586,1283
SKU1283,09-11-21,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Gain,6540,524,1096
SKU1247,10-09-21,Synergix solutions ,Fabric Care,Laundry Detergents,Powder,Gain,9874,774,1025
SKU1256,01-08-22,Synergix solutions ,Fabric Care,Laundry Detergents,Liquid,Gain,18290,1129,2166
SKU1278,1/15/2022,Synergix solutions ,Fabric Care,Laundry Detergents,Pods,Tide,19087,1147,2476
